Original_Dialect,MSA_conversion
احسان مولات الصحراء : بالاكووو تقربو لصحراااائي,احسان صاحبة الصحراء: ابتعدوا عن صحرائي.
بلا متشقى تحوس عليها شكون .. راهي باينة منين جاية,لا داعي للبحث، من الواضح من أين أتت.
الراسة المرة، غاضتها كيفاش ما تسترزقش معاكم,الرأس المرة، غاضبها أن لا تستفيد منكم.
من جهة كلامها صح، لازم تاطير وتنظيم ومراقبة,من جهة، كلامها صحيح، يجب أن يكون هناك تأطير وتنظيم ومراقبة.
تالمون ياجوراء كعبة و يخاف من الانتقاد الغى الرحلة و راه يبكي فس المجموعات لي دايرها انجاز و كل دورة يقولنا انا مؤسس 1001 و على الرغم ان احسان ماعرفتش تهدر لكن واش قالت صحيح شوفو برك البيفواك لي ندار عندو عامين راحو 200بنادم رجعوها فوحة,تألمون يا جبناء، تخافون من الانتقاد، ألغوا الرحلة وتبكون في المجموعات التي تعتبرونها إنجازاً، وفي كل دورة تقولون أنا مؤسس 1001، وعلى الرغم من أن احسان لم تعرف كيف تتحدث، لكن ما قالته صحيح، انظروا فقط إلى البيفواك الذي تم تنظيمه منذ عامين، ذهب 200 شخصاً وحولوه إلى فوضى.
هي بدات مولفا تروح ل تيزي وزو في الشتاء وقت الثلج ... يروحو في 50 بنادم في بلاصة لا تتعدى 300 متر مربع ... حاطة روحها هي برك و جماعتها لي متربيين الباقي همج ... لي خاش معها في نقاش من قبل يعرف بلي راسها مكعب لا تتقبل النقد هي برك الصحيحة ...,هي اعتادت الذهاب إلى تيزي وزو في الشتاء وقت الثلج، يروحون في 50 شخصاً في مكان لا يتعدى 300 متر مربع، تظن نفسها هي الوحيدة المهذبة، والباقي همج. من ناقشها من قبل يعرف أنها عنيدة ولا تتقبل النقد.
اعذروها مسكينة كانت ليها بالطول و العرض و دوك جا شكون يزاحمها,اعذروها، مسكينة، كانت وحدها، والآن جاء من يزاحمها.
ناس حابة تروح الصحراء بعقلية لابلاج .. روحو و اسمتعو برك، ما ديرولناش غي التبهدايل اللي راكم موالفين بيه في البحر,هناك أشخاص يريدون الذهاب إلى الصحراء بعقلية الشاطئ، اذهبوا واستمتعوا، ولا تسببوا لنا المشاكل التي اعتدتم عليها في البحر.
تعليقات كارثية,تعليقات كارثية.
ريم سلال نص دزاير مكتوبة على اسمها وحشمت تهدر كما احسان,ريم سلال، نصف الجزائر مكتوبة باسمها، وخجلت من الكلام مثل احسان.
قالها مهدي الزبل يحكي غير على الزبل والنقي يحكي عالنقى,قال لها مهدي، القمامة تتحدث عن القمامة، والنظيف يتحدث عن النظافة.
الحاجة الوحيدة لي لازم يعرفها شعب بلي هاد العرض جا بعد مجهودات لي قامت بيها بعض الوكالات السياحية بالتنسيق مع مؤسسات وطنية من اجل ترويج السياحة و العرض عندو شحال و هو يدور فصفحات الفايسبوك بثمن 39800 دج أمبعد يجي واحد يتكلم بطريقة أقل ما يقال عنها انها…,الحاجة الوحيدة التي يجب أن يعرفها الشعب، أن هذا العرض جاء بعد جهود بذلتها بعض الوكالات السياحية بالتنسيق مع مؤسسات وطنية من أجل ترويج السياحة، والعرض موجود منذ فترة في صفحات الفيسبوك بسعر 39800 دينار، ثم يأتي شخص ويتكلم بطريقة أقل ما يقال عنها أنها...
كامل علابالنا باي عندها الحق فواش قالت,كلنا نعرف أنها محقة فيما قالت.
ما عرفتش تهدر، من الأصح أن يتم تأطير الناس لي رايحين للصحراء في مجموعات مع وجود مرشدين لي يشرفوا على توجيههم بالإضافة إلى توعيتهم بضرورة الحفاظ على نظافة المكان كون الصحراء منطقة غنية بثرواتها الطبيعية والحيوانية أو حتى أي مكان آخر، ويجب توعية المسافري…,لم تعرف كيف تتحدث، من الأصح أن يتم تأطير الناس الذين سيذهبون إلى الصحراء في مجموعات، مع وجود مرشدين للإشراف عليهم وتوجيههم، بالإضافة إلى توعيتهم بضرورة الحفاظ على نظافة المكان، لأن الصحراء منطقة غنية بثرواتها الطبيعية والحيوانية، أو أي مكان آخر، ويجب توعية المسافرين.
عندها الحق في 180 واحد مايقدرش مؤطر واحد ينظمهم، لازم مجموعات صغار و كل مؤطر يكون مسؤول على واش تدير مجموعتو، يقدر ينقي موراهم و يقدر يعسهم باش ميخربشوش فالاثار ولا يصيدو الحيوانات,إن لديها الحق في ذلك، فليس بمقدور شخص واحد أن ينظم مجموعة من 180 شخصاً، بل يجب تقسيمهم إلى مجموعات صغيرة وكل مؤطر يكون مسؤولاً عما تفعله مجموعته، حتى يتمكن من تنظيف خلفهم ويشرف عليهم لئلا يعبثوا بالآثار أو يصطادوا الحيوانات.
شعب مريض حتا في لي كمونتير تع الشروق تسبو بعضاكم و تتعايرو ههههههه ربي يهدينا ؤ يهديكم,"شعب مريض، حتى في تعليقات ""الشروق"" تتبادلون السب والإهانات، هههههه، نسأل الله أن يهديكم ويهدينا."
هادوما دي أفير نخليهم ل دراري صغار,هذه الأمور أتركها للصغار.
لا حول والا قوة إلا ب الله لازم يعدموه باش يكون عبرة لمن يعتبر,لا حول ولا قوة إلا بالله، يجب إعدامه ليكون عبرة لمن يعتبر.
سلام عليكم جو سوي توتالمو _ د اكور افيك لي نوميرو 30 الله يهدينا اجمعين,السلام عليكم، أنا أتفق تماماً مع التعليق رقم 30، نسأل الله أن يهدي الجميع.
و ال عايلتو ربي يحميك من ال عين,ولعائلته، نسأل الله أن يحميك من العين.
نفسخ ال _ توبة ، نحصلها في لا سوسييتي,أترك التوبة، وأواجه المشاكل في المجتمع.
واش هاد تمسخير قول فينغر ما خلاش صايفي يلعب والله تمسخير,ما هذا الاستهزاء؟ قيل أن فينغر لم يسمح لصايفي باللعب، والله إنه استهزاء.
ربي معاكم يا رجال,الله معكم يا رجال.
بون شانص لي جان و ربي معاكم نشالله هشام داود عندك ال دزاير و تيسمسيلت,حظاً سعيداً للشباب، ونسأل الله أن يكون معكم. هشام داود، لديك الجزائر وتيسمسيلت.
نتوما شعب فارغ شغل قاعدين كو بور لو باس طو,أنتم شعب فارغ، كأنكم جالسون فقط لتمضية الوقت.
يا الاخ _ صالح هادو ما عندهمش اي علاقة ب _ اسلام هادو سي دي جويف _ كيفك صح جو بانس با لا نتا _ الجيريان و الله يهديك,يا أخي صالح، هؤلاء لا علاقة لهم بالإسلام، هؤلاء مثل اليهود، كيف يعقل أن تكون جزائرياً؟ الله يهديك.
سي جون لا ماتنفعش معاهم لا ڨارد ا فو,هؤلاء الشباب لا يفيد معهم لا الحراسة ولا غيرها.
ربي معاكم و حنا تاني فرحونا 123 فيفا _ ل الجيري,الله معكم، ونحن أيضاً. أفرحونا. 123 تحيا الجزائر.
كريمينال اي تو لو ريستورا توجور اللهم عافينا في دنيانا و ديننا امين,مجرم، وكل المطاعم تظل هكذا، اللهم عافنا في دنيانا وديننا. آمين.
"كي نسمع _ بورجوازي , مرسيداس مخو _ مكرازي , _ و انا مع لي بيس نقاسي","عندما أسمع كلمة ""برجوازي""، و""مرسيدس""، أفكر في الأثرياء، بينما أنا أعاني مع الفقراء."
اي راهو نسا _ روحو ڨداه عندو و هو حاكم التجمع من أجل الثقافة والديمقراطية الور سعيد ديكتاتور كيما _ ل اخرين _ ل اورو مليح يا سعيد لول,أين ذهب عقله؟ هو الذي يقود التجمع من أجل الثقافة والديمقراطية، سعيد ديكتاتور مثل الآخرين. العملة جيدة يا سعيد!
فيف الجيري و مبروك طلعة _ و مدية ميرسي,تحيا الجزائر ومبروك عليكم الترقية والمدية. شكراً.
_ ال مورال تاعي ا فو ديما بيان بيان بيان,حالتي النفسية دائماً ممتازة، ممتازة، ممتازة.
انت مريد _ يا الصمدي _ شيء جيب _ ال احمر عاود حاج عيسى كيما ميسي _ روح زور ولا شوف _ طبيب داويك _ يا الصمدي,أنت مريض، يا صمدي. أحضر الدواء الأحمر، وكرر ما فعله حاج عيسى مثل ميسي. اذهب لرؤية طبيب يعالجك، يا صمدي.
_ يرحم والديكم فهمونا هادا سعدان واش يكون هو تاني حاب يحكمها عهدة ثانية خلينا منك يا سعدان والله راك رايح تكرهلنا _ حياتنا بزاف راك كبير ماعندك ماتطمع,رحم الله والديكم، اشرحوا لنا، من يكون سعدان؟ هل يريد هو الآخر ولاية ثانية؟ ابتعد عنا يا سعدان، والله إنك تفسد علينا حياتنا. لقد كبرت، وليس لديك ما تطمع فيه.
الله لا يرجعك,الله لا يعيدك.
يا سعدان اقول لك فقيد شيء لا يعطيه فا اذا كنت رجل بي معنى الكلمة فا تنحا عن _ منصبك انتهى وقتك يا شيخنا,يا سعدان، أقول لك، فاقد الشيء لا يعطيه، فإذا كنت رجلاً بحق، فاستقل من منصبك، فقد انتهى وقتك يا شيخنا.
ربي معاك نشالله ني بير با لي اسبوار اي لا باسيانس الله يجيب الشفاء امين,الله معك إن شاء الله. لا نفقد الأمل، الله يرزقك الصبر والشفاء. آمين.
"مي فراز _ منحوسين , يعميو _ في ال عينين",نحن منحوسون، يغشوننا في كل شيء.
حنايا _ ڨاع نعرفو نفتو واش يخرج علينا,نحن نعلم جيداً ما يصلح لنا وما لا يصلح.
تقست صح _ و تخدعت ڨداه من مرة,لقد صدمت حقاً، وخُدعت مرات عديدة.
نشالله ي كون معاهم ربي نربحو 30,إن شاء الله يكون الله معهم ونفوز بنتيجة 30.
سبحان الله كاشي ام تحرق بنها لي من كبدتها هادي تكون مريضة عقليا,سبحان الله! كيف تحرق أم ابنها الذي هو قطعة من قلبها؟ هذه بالتأكيد مريضة عقلياً.
"كي نسمع على _ ل مرا , مسكينة حسبوها _ بڨرة , ما تكتب ما تقرأ",عندما أسمع عن المرأة، أقول مسكينة، لقد اعتبروها بقرة، لا تكتب ولا تقرأ.
فيف وفاق سطيف فيف وفاق سطيف ناس كل عارفا كيفاه طلعت _ ل أهلي برج بوعريريج _ ل ناسيونال اون,تحيا وفاق سطيف! تحيا وفاق سطيف! الكل يعرف كيف تم الترقية إلى أهلي برج بوعريريج.
لعنة الله عليه سي _ ل ايتا الجيريان كي سي ريسبونسابل بور سا,لعنة الله عليه، هذا هو المسؤول في الجزائر، وهو المسؤول عن كل ما يحدث.
عيب عليهم عزرونا الله لاتربحم عام كامل _ و حنا نقراو اي في لا فين يخربطوها,عيب عليهم، سامحونا. الله لا يربحهم، عامًا كاملاً ونحن ندرس وفي النهاية يفسدون كل شيء.
لاعب متربي عندو اخلاق عالية نشالله بلوطار يكون في لي كيب ناسيونال,لاعب ذو أخلاق عالية، نسأل الله أن يكون في المنتخب الوطني.
نشالله يا لموشية تكون معانا باسك ايل فو با نفرطو في لي جابو لا كاليفيكاسيو,إن شاء الله يا لموشية تكون معنا، لا يجب أن نفرط في من جلب لنا التأهل.
وي قولو يقولو ل مها مبروك بنتك في جنة,"نعم، يقولون ويقولون لمها: ""مبروك، ابنتك في الجنة."""
ڨع نتقلشو ماشي غير الجزايرية و ماعندنا مانديرو بالبيرو نتاعهم حنا و هوما ڨلعو علامنا مل لي ايكيب نتع لا كوب دي موند,نحن نتصرف دائماً بشكل مضحك، ليس فقط الجزائريين، وليس لدينا حاجة بمكاتبهم، لقد قاموا برفع علمنا مع الفرق المشاركة في كأس العالم.
سلام عليكم ماشي لا مشكل في شاوشي مشكل راه في غزال لي لعب 15 ماتش و ماركا حتا بيت,السلام عليكم، المشكلة ليست في شاوشي، المشكلة في غزال الذي لعب 15 مباراة ولم يسجل أي هدف.
ميرسي بوكو _ ل ايكيب نشالله مونديال راه قريب لينا و مادابيكم تعيطو ال يبدا,شكراً جزيلاً للفريق، إن شاء الله كأس العالم قريب منا، ونرجو أن تستدعوا الفريق المناسب.
"فيها خدمة _ تخلص , واحد ما يتقاس",هذه وظيفة مدفوعة، لا أحد يتأذى.
اه يا الحراشيا درتو ماتش نيل مع اتحاد الجزائر حبيتو تاكلو دنيا حطو رجليكم _ في ال ما يبردو هاد ـ ل عام تحبطو حرام عليكم _ حڨرتو رائد القبة بلاصتكم دربي مع بن طلحة,آه يا جماهير الحراش، لعبتم مباراة جميلة مع اتحاد الجزائر، أردتم أكل الدنيا، ضعوا أقدامكم في الماء البارد، هذا العام ستسقطون. ظلمتم رائد القبة، مكانكم مباراة دربي مع بن طلحة.
صرات ب ناس لي كانت بنتهم مهمومة يقول لهم نتوما راهي طفلة مسحورة,حدثت مع أناس كانت ابنتهم حزينة، فقالوا إن الطفلة مسحورة.
و نعاون ما باتري و نفينانسي دي بارتي,أنا أساعد وطني، وأمول الأحزاب.
رانا معاكم يا ولاد ال خضرة 123 فيف الجيري فرحونا الله ي فرحكم,"نحن معكم يا أبناء ""الخضرة"". 123 تحيا الجزائر، أفرحونا، نسأل الله أن يفرحكم."
لي الجيريان _ راصا و لي عادانا باصا,الجزائريون رؤساء، ومن يعادينا خاسر.
ناس شاهدة و التاريخ اعاود نفسو,الناس تشهد والتاريخ يعيد نفسه.
ههههه باجيو ال عرب كون يسمع باجيو يسويسيدي والله ڨلع هاديك كو دي شوفال نتا راجل يا,هههههه، باجيو العرب، لو سمع باجيو بهذا، لانتحر. والله إنه أمر مضحك!
او ليو زين العابدين يوكل _ ال شعب ديالو يروح يمنع _ ال حجاب ياخي لي اراب والله مايتفهمو,أما زين العابدين، فيطعم شعبه، ويذهب ليمنع الحجاب! هؤلاء العرب، لا يفهمون شيئاً.
نتمنا لوكان يلعب عنطر يحيى و مغني دومان نشالله اي نشالله فو ڨاڨني,أتمنى لو أن عنتر يحيى ومغني يلعبان غداً، إن شاء الله.
عندنا منصوري + صايفي سي ديجا بوكو نشالله لا كوب دي موند طلعة نتكلو على ربي و عليك يا سعدان و ولادك لا جونيس,لدينا منصوري وصايفي، هذا بالفعل كثير، إن شاء الله كأس العالم ستكون لنا، نعتمد على الله وعليك يا سعدان وشبابك.
نشالله هاد _ ال عام _ ال اتحاد الجزائر شامبيوني مع حميدي اي اندرسون,إن شاء الله هذا العام سيكون اتحاد الجزائر بطلًا مع حميدي وأندرسون.
ال حمد _ لي الله على هاذه _ ال نعمة,الحمد لله على هذه النعمة.
ربي معاكم يا لي فار و نتمناو ما يون فرق بين _ ال جدد و _ ال قدما و لي راح يعطينا جديد مرحبا بيه,"الله معكم يا ""الخضرة""، ونتمنى ألا يكون هناك فرق بين الجدد والقدامى، ومن يقدم الجديد مرحباً به."
نشالله نربحو يا رب _ و كون مع لي فار يا رب بربي ب ربي نشالله,"إن شاء الله نفوز يا رب، كن مع ""الخضرة"" يا رب، بربي بربي إن شاء الله."
نشالله نشرفوكم يا عرب كلنا مع _ ال فريق _ ال وطني _ ال جزايري,إن شاء الله نشرفكم يا عرب، كلنا مع المنتخب الجزائري.
عجبتني هادي,أعجبتني هذه العبارة.
مي د كوا جو مو مال يا خي عقلية,يا له من فكر ساذج، والله عقلية لا تصدق!
فيف الاتحاد الرياضي لوادي أميزور اي نشالله طلعة انتار ريجيو,تحيا الاتحاد الرياضي لوادي أميزور، وإن شاء الله الصعود.
ربي يهديكم انا كون نلقا واحد يحرڨوني نحرڨ مام نكون _ على بالي _ ب لي راح نموت هاديك ليلة ال مهم نموت و مانبقاش هنا,الله يهديكم، لو وجدت أحداً يساعدني في الهجرة، سأهاجر حتى وإن كنت أعلم أنني سأموت. المهم أن أموت ولا أبقى هنا.
الله يعاونك خويا انا جندارم والله _ و تحكم ما راطيها هاد لبلاد لي دعا عليها مات,الله يعينك يا أخي، أنا دركي، وأقسم أن هذا البلد ميؤوس منه.
لي خاطيك يعاييك,من يخالفك سيهينك.
دوك يدوه لهوايش يخدم معاهم,سيأخذونه معهم إلى المهام، ويعمل معهم.
مازالت عندي _ ال هيجة تع هاجوج و ماجوج,ما زالت لدي طاقة هائلة كأني في زمن يأجوج ومأجوج.
فيف شباب بلوزداد نشالله شامبيونا هاد _ ل عام لي فري ولاد شرشال,تحيا شباب بلوزداد، إن شاء الله بطل هذا العام، يا أبناء شرشال.
_ يا ال حاجة _ ال غنا ماغاديش ينفعك في لا فين ياو صلاتك _ و زكاتك هي لي تنفعك,يا حاجة، الغناء لن ينفعك في النهاية. صلاتك وزكاتك هما ما سينفعك.
"_ ال اخر مرتو كل يوم يبهدل _ فيها , يجيب معاها دراري و ي طيشها ل دار والديها",الرجل يهين زوجته كل يوم، يجلب لها الأطفال ويتركها في بيت أهلها.
يستهل كل خير لي يتعب ينال _ 123 فيفا لا الجيري,يستحق كل خير، من تعب نال، 123 تحيا الجزائر.
يا ال حمرة يا مون امور زهينا هاد ال عام,يا الحمراء، يا منورتي، أسعدتمونا هذا العام.
ربي يحفدك يا سي عثمان والله توحشتك بزاف تحيا دي مخلوف ال بومباردي,ربي يحفظك يا سي عثمان، والله لقد اشتقت إليك كثيراً، تحيا مخلوف القنبلة.
ا عينيا فيف الجيري,تحيا الجزائر، الله يحميها.
حنونة من عام و نص تضياع الوقت,حنونة منذ عام ونصف، تضيع الوقت.
_ 2 / هادا لي كوبير نهار _ واحد اخر يولي على على _ ل الجيري سي 0 وي,هذا اللقاء سينتهي يوم آخر، وسنعود إلى الجزائر صفر، نعم صفر.
شريف الوزاني روح ترقد _ الله لا تربحك ابو ال مشاكل طيحت الهوارية د2 درت تبهديلا في شلف مع سيدك كابتين سي سمير زاوي مازال راك تهدر روح اونطريني شباب بلوزداد مشرية ناسيونال 1 اون بون بلاس بور توا كافي,شريف الوزاني، اذهب لترتاح، الله لا يربحك. أبو المشاكل، دمرت الهوارية في الدرجة الثانية، أفسدت الوضع في شلف مع سيدك الكابتن سمير زاوي، وما زلت تتحدث! اذهب ودرّب شباب بلوزداد، المكان المناسب لك هو في دوري الدرجة الأولى، كفى.
و ي فعل ال جاهل بي نفسه ما لا ي فعل ال عدو بي عدوه,الجاهل يضر نفسه أكثر مما يضره عدوه.
نشالله يا ربي 3 بيت امين يا ربي ال عالمين وان تو ثري فيفا ل الجيري تحيا بلادي معاك _ يا ال خضرة نديرو حالا,"إن شاء الله يا رب، ثلاث أهداف، آمين يا رب العالمين. 123 تحيا الجزائر، تحيا بلادي. نحن معك يا ""الخضرة""، سنصنع الإنجازات."
يا اخي ريان تي كيلكان دو بيان ماشاء الله اي مام توت تا فامي اي تون فرار اوسي كو جي كوني اي كي اتي افيك موا دان لا مام كلاس نطلب ربي يشافيك نشالله و ربي معاك امين,أخي ريان، أنت شخص طيب ما شاء الله، وحتى عائلتك كذلك، وأنت صديق مقرب كنت أتعامل معك بنفس الصف. أدعو الله أن يشفيك ويكون معك، آمين.
وداد 43104 هاد العام طلعة,وداد 43104 هذه السنة سيكون الصعود إن شاء الله.
نشالله ربي معاكم فو ايت توس الجيريان,أدعو الله أن يكون معكم يا أهل الجزائر جميعاً.
عسو رحكم _ و مبعد عسو لي اليف دو باك واحد,احرصوا على أنفسكم وبعدها احرصوا على الذين يستعدون لامتحان الباكالوريا.
الله يكون معاكم اي فيف _ ل الجيري,نسأل الله أن يكون معكم، فيفا الجزائر.
علاش يا دزاير الي عندو تزيديلو و ال ڨليل يشقا و يتعب,لماذا يا جزائر، من يملك أكثر تمنحينه المزيد، ومن يملك القليل يشقى ويتعب؟
خاوتي ال بلاد مخدوعة ابري 1979,يا إخوتي، البلاد مضللة منذ عام 1979.
ربي يسترنا فريما لي جو سون ديفينو مالاد ربي يهديهم و يبعدهم علينا حسبي الله و نعمة _ ال وكيل,اللهم احفظنا فعلاً، فالناس باتوا يصابون بالجنون، نسأل الله أن يهديهم ويبعدهم عنا، حسبي الله ونعم الوكيل.
نتوما ماشي رجال كونو معاهم في الربح و _ ال خسارة,أنتم لستم رجالاً، كونوا معهم في الربح والخسارة.
ال عار مع ال خاين لكبير تعهم,العار على الخائن الأكبر بينهم.
ربي يعاونك خويا جمال اي بيانفينو ا تون بايي _ ل الجيري تحيا الجزاير صحا فطوركم و سحوركم ولاد بلادي,نسأل الله أن يعينك، أخي جمال، ومرحباً بك في وطنك الجزائر. تحيا الجزائر، وصحة فطوركم وسحوركم يا أبناء بلدي.
نشالله ب ڨلوب لي جووار و دعاوي شعب الجزايري في داخل و ال خارج _ ال يوم لينا الربحة بي 20,إن شاء الله بقلوب اللاعبين ودعوات الشعب الجزائري في الداخل والخارج، اليوم لنا الربح بإذن الله.
ال حدود مغلوقة مع لو ماروك اغلقوها اوسي مع تونس _ و رتاحو باش تصبح الجزائر _ غايا خي اعلا _ عقلية يازح,الحدود مغلقة مع المغرب، أغلقوها أيضاً مع تونس ليرتاح الجميع، لكي تصبح الجزائر أفضل بعقلية جديدة.
سي لو فري بروبلام كي سو بوز دان تو لالجيري ينعل بوها حكومة,هذه هي المشكلة الحقيقية التي تُطرح في كل الجزائر، لعنة الله على هذه الحكومة.
ياو روح تلعب مع راصك حتى منين تفرت فينا ياو باي باي _ ل اكيب ناسيونال,اذهب العب مع نفسك، حتى عندما خيبت آمالنا، وداعاً للمنتخب الوطني.
لطفي هو _ ال راب _ ال حقيقي و عجبتني تع كلش ماشي دونك شرا,لطفي هو الراب الحقيقي، وأعجبني كل شيء يقدمه، وليس فقط أغانيه.
جو بانس كو حنا لي الجيريان جامي نتعلمو مل غلطات تع ال ماضي لا مام ايرور تع لا ڨيني نورمالمو نلعبو مع ايكيب مل افريك واش جاب لوروڨواي الى زومبي كيما واش جاب ل ارجينتين لال ڨيني,أعتقد أن الجزائريين لا يتعلمون أبداً من أخطاء الماضي، نفس الأخطاء تتكرر، من المفترض أن نلعب مع فرق إفريقية، ما علاقة الأورغواي بنا؟ مثلما لا علاقة لنا بالأرجنتين.
ستيلو تقول عليه تيروريست معمر _ ب ال مسك,أقلامهم تبدو كالإرهابيين، مليئة بالعطر.
طفل والديه وكلو لو رهج تع ال فيران,طفل أكل أهله الأفاعي من كثرة الهموم.
دي عايزة كلام ل الجيري اي كاليفي,يحتاج الأمر إلى دعم الجزائر.
ما عندو لا رحمة لا شفقة اعطوني كلاش وينكم يا حكام _ ال عرب سور راقدين مع نساكم في الدار و خاوتكم يموتو الله اكبر,ليس لديه رحمة ولا شفقة، أعطوني سلاحاً، أين أنتم أيها الحكام العرب؟ أنتم نائمون مع زوجاتكم في منازلكم وأخوانكم يموتون، الله أكبر.
انشالله اون بينولهم بلي كاين ال بالو عندنا 1 2 3 فيفا الجيريان,إن شاء الله سنريهم أن لدينا القوة، 1 2 3 فيفا الجزائر.
رائد القبة تعيي كي هيا كي لي سيبورتار دياولهم نشالله تلعبو مع قليعة _ ال عام _ ال جاي,رائد القبة مثلها مثل جمهورها، نتمنى أن تلعبوا مع القليعة العام القادم.
نشالله لو موا دو رمضان ال مبارك يدخل على ال مسلمون بي ال خير _ و ال اجر يا رب,نسأل الله أن يدخل شهر رمضان المبارك على المسلمين بالخير والأجر، يا رب.
_ بي ربي نشالله حنا لا نتكاليفياو يا ربي كون معانا امين,بإذن الله، سننجح في التأهل، يا رب كن معنا، آمين.
و نفكر خروف مسكين _ كي ل ماريونات,وأتذكر خروفاً مسكيناً كأنه دمية.
تحيا القذافي و ربي معاك نشالله لا جورداني ولا ناتو رايحين يكونو خير من القذافي الى _ ال امام,تحيا القذافي، نسأل الله أن يكون معك، لا الأردن ولا الناتو سيكونون أفضل منه.
لو پروبليم سي كو هاد _ ل افير فيها رولاسيو,المشكلة أن هذه المسألة لها علاقة مع قضايا أخرى.
الجيري في دمنا نشالله يفرحونا مروك ختنا و انا نتمنا التعادل بين الفريقين,الجزائر في دمنا، إن شاء الله يفرحونا، المغرب أختنا، وأتمنى التعادل بين الفريقين.
دي اني ورا دي اني باركاني اني عيان,أنا مرهق جداً.
الي لي _ فار اون ڨران مو بور اون ڨراند ناسيو افيك اون سال _ كور يا ربي لا فيكتوار في لو 15 جور تع _ رمضان معاك يا _ ال خضرة معاك يا دزاير و ربي معاكم يا لي فار اي الشيخ سعدان بون كوراج,إلى لاعبي الفريق، أمامكم تحدٍ كبير، أمام أمة عظيمة، اللهم النصر في الأيام القادمة من شهر رمضان، معكم يا فريق الخضراء ومعك يا جزائر، نسأل الله التوفيق للفريق والشيخ سعدان، بالتوفيق.
"كاين غاشي _ في ال _ جامع , نص راقد _ و نص _ يسمع , _ جو م اين فو انا ديس _ في الدار",هناك أناس في المسجد، نصفهم نائم ونصفهم يستمع.
لا فيكتوار با بور بوتاف سي بور لو كول دو بوتاف يا عطايين,النصر ليس لبوتفليقة، بل لكل الجزائريين.
اون دي اون اراب ما عاد خوه سي باراي بور ساركو اي لي جويف,لا شيء يضاهي دعم أخٍ عربي حتى ولو كان مع ساركوزي واليهود.
شبيبة الساورة توجور _ ل عام جاي نكرهو شبيبة القبائل و اتحاد الجزائر,شبيبة الساورة دائماً، السنة القادمة سنكره شبيبة القبائل واتحاد الجزائر.
بفففففففف سي با فري هادي عتبة الدروس ماكانش طول !!,هذا ليس حقيقياً، كيف يمكن أن تكون هذه هي خطة الدروس؟
"كانت فوند _ مونيمنطال , دارو صح فوضة مونطال",كانت هناك فوضى حقيقية، قاموا بخلق فوضى معنوية.
هادو طلبة _ حياوانات و ولاد _ شارع ماعندهمش اصل غير _ شرعيين مايحشموش كيما راهم _ يحوسو في ديارهم ثاني لا حشما لا _ والو _ ديوثين,هؤلاء الطلاب حيوانات وأبناء شوارع، ليس لديهم أصل، غير شرعيين ولا يخجلون مما يقومون به.
يا خويا كيما ولا بطل نتا انسان فاشل يا سعدان مادابيك تستقل باقي غير نتا لي محلي ياك كلنا نكملو مع ال محليينن نتا علاه بكيت,أخي، كنت بطلاً والآن أصبحت فاشلاً، سعدان، أتمنى أن تستقيل، لم يبق سواك. هل كلنا مع المحليين؟ لماذا بكيت؟
واش يقول _ ال عبد غير لا حول و قوة الا _ بي الله,ماذا يقول المرء غير لا حول ولا قوة إلا بالله؟
هههه ميسي يلعبلكم في 5 جويليي نتوما مراد واقيل ياو ماكاش منها ارجنتين لا فرانس يلعبو في دزاير هههه احلمو احلمو,هههه، ميسي سيلعب لكم في الخامس من يوليو؟ هل أنتم مجانين؟ الأرجنتين وفرنسا لا تلعب في الجزائر، استمروا في الحلم.
وان تو ثري فيفا _ ل الجيري ديما معاك يا دزاير _ و فيف _ ل ايكيب ناسيونال _ ال يوم _ و غدوا _ و ربي يخاليلنا بابا _ سعدان جو _ ت ام يا دزاير اي لوف يو _ ب الشاوية تاشلغيشم,1 2 3 فيفا الجزائر، دائماً معك يا جزائر، فيفا المنتخب الوطني اليوم وغداً، ونسأل الله أن يحفظ لنا والدنا سعدان، أحبك يا الجزائر.
مالا نحبس هنا سي نون تقول هادايا فو,ما هذا؟ يجب أن نكف عن الحديث الآن، وإلا ستظن أن هذا تهريج.
ماعندناش لي صطاد,ليس لدينا ما نصطاد.
نشالله بربح عليك خويا شاوشي اي فيف مولودية,نسأل الله النصر لك يا شاوشي، فيفا مولودية.
ربي معاكم,نسأل الله أن يكون معكم.
فيف ال عهدة الرابعة,فيفا العهدة الرابعة.
و ڨول و يڨول ل باباها خلينا معاها هنا ف ال بيت خاطك ال عفريت كون يخرج و يسكن فيك,"وما قال والدها، ""دعونا نبقى معها هنا في البيت، وإلا سيخرج الشيطان ويسكن فيك."""
ماتديرو والو نتوما تجيبوها اي في لا فين تعوروها,لا تفعلوا شيئاً، أنتم فقط تحطمون الأمور.
"_ ڨالو لي واش _ داك , سور راك مسكين",ماذا قالوا لك؟ بالطبع، مسكين.
شاك فو با معاها برية مكتوبة فوڨها,هل كنت تعلم أنه كان معها رسالة مكتوبة فوقها؟
