Original_Dialect,MSA_conversion
بخصوص قصه رتبه دفن الصليب انا حضرت هالتقرير عالاخبار وقتها وانا مسلمه فكرت عن جد في شي هيك اسمو واستغربت شو الاسم الصحيح لهالمراسم,بخصوص قصة رتبة دفن الصليب، لقد شاهدت هذا التقرير على الأخبار في ذلك الوقت، وأنا مسلمة، فكرت أنه يوجد شيء اسمه رتبة الصليب واستغربت. ما هو الاسم الصحيح لهذه المراسم؟
اكانوا الملائكه محقين حين اعترضوا على خلافه الانسان لله على الارض,كان الملائكة محقين عندما اعترضوا على خلاف الإنسان لله على الأرض.
مبارح لما كانت طالعه الحلقه بهالوقت بناموا ولاد اختي لما قالتلون يل ا عالن وم ابنها الصغير عمرو سنتين قل ا,بالأمس، عندما كانت الحلقة تعرض في هذا الوقت، كان أبناء أختي نائمين. عندما أخبرتهم أنه يجب أن يذهبوا للنوم، ابنها الصغير، عمره سنتان، قال ...
ماراح بحكيك لو شو ماصار هاه,لن أتحدث معك مهما حدث.
هيدي البنت فيروز عندا مستقبل باهر بصوتها وخف تها وضحكتها,هذه الفتاة، فيروز، لديها مستقبل باهر بصوتها وخفتها وضحكتها.
حتى لو رتبت العالم تبقى لهفتي احبڪ,حتى لو رتبت العالم، تبقى لهفتي أن أحبك.
يوقف عمليه تصحيح التمثيل يلي بيرفع لواءها التيار الوطني الحر,يوقف عملية تصحيح التمثيل التي يرفع لواءها التيار الوطني الحر.
و خلصت و هلق بتبدا مشاريعي,والآن انتهيت، وتبدأ مشاريعي.
ولا اهضم ناطرين فيفي,ننتظر فيفي.
ما نراه من اعتداء و تهديد على الهوى بعد الاستيلاء على الأموال هو نتيجه تراخي السلطه في تطبيق القانون و تفوق منطق المزرعه,ما نراه من اعتداء وتهديد على الهواء بعد الاستيلاء على الأموال هو نتيجة تراخي السلطة في تطبيق القانون وتفوق منطق المزرعة.
الشيخ فتوني عم يعلم الاتيكيت بقولوا نعم مش شو,"الشيخ فتوني يعلم الاتيكيت. يقولون ""نعم"" وليس ""شو""."
الله يصبرك ويصبر انه قلبنا معك,الله يصبرك ويصبرنا. قلوبنا معك.
خلص بدي احضركن كل نهار تلاتا,لقد انتهيت، سأشاهدكم كل يوم ثلاثاء.
علقانين بقد ر نا,نحن متعلقون.
لين دمج ولك ريتني تقبريني ما اذكاكي وشو بريئه,لين دمج، يا ريتني أقبّرك، ما أذكاكِ، وما أبرأكِ!
الا ببلد سيد حر مستقل,إلا في بلد سيد حر مستقل.
انو بعهد الجنرال حتى يغلط,في عهد الجنرال، حتى لو أخطأ.
باتمنى ارجع متل الاول بسوريه انا المسلم شغل شموع لاخواتي المسيح والمسيح بقول الله اكبر معي,أتمنى أن أعود كما كنت في سوريا. أنا المسلم أشعل الشموع لأخوتي المسيحيين، والمسيحي يقول الله أكبر معي.
نترك قائدنا عيب عيب عيب,عيب أن نترك قائدنا.
يصير رجل اذا فتوش صار سلطه,ليصبح رجلًا إذا أصبح فتوش سلطة.
بقانون انتخاب يضرب التمثيل المسيحي في البلد,بقانون انتخاب يضرب التمثيل المسيحي في البلد.
بقانون للممتخب ومش للناخب بعهد الاصلاح,بقانون للمُنتخب وليس للناخب، في عهد الإصلاح.
لا عنجد شو عم بيصرلن قولكن في شي بالمي او بالهواء,لا، عن جد، ماذا يحدث لهم؟ هل هناك شيء في الماء أو الهواء؟
شادي اكبر دليل على فلتان هالبلد,شادي هو أكبر دليل على فلتان هذا البلد.
من عاداتنا القرويه الجميله اوعى ترد الطنجره فاضيه الله يرحمك يا انيس فريحه اللي كتب القريه اللبنانيه حضاره في طريق الزوال,"من عاداتنا القروية الجميلة: لا ترد الطنجرة فارغة. رحمك الله يا أنيس فريحة، الذي كتب أن ""القرية اللبنانية حضارة في طريق الزوال""."
كتير مهضوم وخواجه عماد مرمل,عماد مرمل، كم أنت لطيف وخواجة!
جوائز الموسيقى العربيه اليسا ملكه قرطاج,جوائز الموسيقى العربية: إليسا ملكة قرطاج.
هه حلوه منك ممكن,ههه، جميل منك. ممكن.
عونيون تيار وطني حر,عونيون، تيار وطني حر.
ما كنت حابه مقابله باسم ياخور تخلص رائعه عنجد ولا اهضم ممثل نجم صف اول نجح بكل الادوار حضورو فظيع خاصه اجتمع هوي وهشام فكملت,لم أكن أريد أن تنتهي مقابلة باسم ياخور. رائعة حقًا. ولا ألطف من هذا الممثل، نجم صف أول، نجح في كل الأدوار. حضوره رائع، خاصة عندما اجتمع مع هشام، فكانت الحلقة كاملة.
انا مافهمت شو قصه النوم وهاد,أنا لم أفهم ما قصة النوم هذه.
بس اذا جد يعني اقتباس,لكن إذا كان الأمر اقتباسًا، فهذا يعني ...
انو البلد مش راح يزبط,أن هذا البلد لن ينجح.
هل فعلا طلب الرئيس بوتفليقه الزواج من جيزيل خوري,هل طلب الرئيس بوتفليقة الزواج من جيزيل خوري؟
بس الشعب كله اخرس,لكن الشعب كله صامت.
يوقف بوج الاصلاح والتغيير,يوقف في وجه الإصلاح والتغيير.
هدوء ما قبل القانون,هدوء ما قبل القانون.
نتغاضى عن النهب يللي صرلو سنين عم يحصل بوزاره الماليه,نتغاضى عن النهب الذي يحدث منذ سنوات في وزارة المالية.
شكرا بصراحه بيستاهل رافي,شكرًا، بصراحة، بيستاهل رافي.
حرام ع هل الطوم,حرام عليك، يا طوم!
هاد فنان بينرفع الراس فيه دخيل يلي خلقك شو مهضوم بتجنن,هذا الفنان يرفع الرأس. يا إلهي، كم أنت لطيف ومضحك!
انك مرتاح و حاس بأمان لما تتذكر رحمه رب العالمين و الامل بحكمته و عدله,أن تشعر بالراحة والأمان عندما تتذكر رحمة رب العالمين والأمل في حكمته وعدله.
انو ما في امل ب هالبلد طالما الطائفيه دستورنا,أنه لا يوجد أمل في هذا البلد طالما أن الطائفية هي دستورنا.
بوجود نظام طائفي بعهد الرئيس عون,بوجود نظام طائفي في عهد الرئيس عون.
هلق مين مصدق او,والآن، من يصدق أو ...
يا جماعه الكركوز وينو ضاع بليز الكركوز وين,يا جماعة، أين الكركوز؟ ضاع الكركوز، أين هو؟
يكون متل جان عزيز بالحوارات,أن يكون مثل جان عزيز في الحوارات.
اضحك من قابك على زباله الجديد,اضحك من قلبك على زبالة الجديد.
بموت وما ببعد عنك,بموت ولا أبتعد عنك.
عنجد حلقه اليوم كتير حلوه و بتحمل رساله انسانيه,حقًا، كانت حلقة اليوم جميلة جدًا وتحمل رسالة إنسانية.
انك نسيتني وصرت منيح,لقد نسيتني وأصبحت بحال جيد.
انا بقول مش رح يفهمو,أقول إنهم لن يفهموا.
شربل نفسك بالسما انت ضحيه السرعه ضيعانك الله يصبر اهلك,شربل، نفسك في السماء، ضحية السرعة. خسارتك كبيرة، الله يصبر أهلك.
يا الله دخيلك الصوت والرقي,يا الله، ما أروع الصوت والرقي.
محتاره شو بدي احضر اليوم المسا مع نجوى كرم او نهائي كره السله بين الهومنتمين و الرياضي,محتارة ماذا أشاهد هذا المساء، مع نجوى كرم أم نهائي كرة السلة بين الهومنتمن والرياضي.
انو مشاغل الحياه سرقت منك عمرك,مشاغل الحياة سرقت عمرك.
حبي ايام ع رمضان ايش تعملي اذا هلقد مولعه,حبي، في أيام رمضان، ما الذي تفعلينه إن كنت مشغولة إلى هذا الحد؟
باس كلات الباب لا بتقطع هشام منيحه,باسل، لا تطرق الباب، هيثم بخير.
انا علقانه ادام الخزانه ما عارفه شو بدي البس,أنا عالقة أمام الخزانة ولا أعرف ماذا أرتدي.
شي غلط بين شادي و البنت اللي معو تمثيليه,هناك خطأ بين شادي والفتاة التي معه، مجرد تمثيلية.
بحبها وبموت عا اجرها حشاكم ومش حافظ نمره اجرها,أحبها وأموت على مشيتها. معذرةً، لا أتذكر حتى رقم مشيتها.
يا جماعه بعد ما وصلت عالشغل,يا جماعة، وصلت للتو إلى العمل.
شاهد تحق امنيه طيران الإنسان,شاهد تحقيق أمنية الطيران البشري.
وانت امير الهضامه جادو,وأنت أمير الظرافة، جاد.
الشيف انطوان احلف انه هيدا انت,الشيف أنطوان، أقسم أن هذا أنت!
الرز مرزرز والكوسا عبيئرط,الأرز متماسك والكوسا متقنة.
اصوات الاطفال عم تغني الفرح والنصر لسوريا,أصوات الأطفال تغني للفرح والنصر في سوريا.
بركي غسان الرحباني بياخد شي بوست بالمركز الكاتوليكي للإعلام وبشدد هل رقابه شوي,ربما يأخذ غسان الرحباني منصبًا في المركز الكاثوليكي للإعلام ويشدد الرقابة قليلًا.
عند الغضب يكون كلامك صحيح وأسلوبك خاطئ,عند الغضب، قد تكون كلماتك صحيحة ولكن أسلوبك خاطئ.
صدق الل ي قال الل ئيم ان اكرمتوا تمر د,صدق من قال: اللئيم إذا أكرمته تمرد.
كيف بدكن يانا نصدق انه الدوله قادره تحمينا من اسرائيل وهي ما قدرت تحمي الناس من زعران الشاحنات,كيف تطلبون منا أن نصدق أن الدولة قادرة على حمايتنا من إسرائيل وهي لا تستطيع حماية الناس من زعران الشاحنات؟
مشحر او معتر فقير,مسكين أو فقير.
انا ما بستعمل تلفون اصلا بخاف يكون خطي مراقب,أنا لا أستعمل الهاتف أصلًا، أخشى أن يكون خطي مراقبًا.
اليسا اين جبهتك انا لا اراها,أليسا، أين جبهتك؟ لا أراها.
انت قدها و قدود الله يحميكي,أنت قادرة على ذلك، الله يحميك.
انو لبنان رح يضل واقع بالدين,هل سيظل لبنان غارقًا في الديون؟
هيدي طرابلس وهيدا حكي,هذه طرابلس، وهذا هو الكلام.
مرجع سياسي لبنان بحاجه الى صدمه ايجابيه,لبنان بحاجة إلى صدمة إيجابية.
انه هيفاء تصير بشعه,أن تصبح هيفاء قبيحة.
جامعه الدول العربيه و قراراتها و صدقها,جامعة الدول العربية وقراراتها ومصداقيتها.
وكل يوم بتمنى اصحى من الصبح واسمع شي خبر عن وطني بفرح القلب,كل يوم أتمنى أن أستيقظ صباحًا على خبر عن وطني يفرح القلب.
صباح الخير لكل المغردين,صباح الخير لكل المغردين.
الفقر مش عيب بس عيب اللي ببيع كرامتو عالدولار,الفقر ليس عيبًا، ولكن العيب في من يبيع كرامته بالدولار.
اذا علقانين بالعجقه من وراء قطع الطرقات من قبل اصحاب الشاحنات ابعتولنا فيديو من محل ما انتو على,إذا علقتم في الزحمة بسبب قطع الطرقات من أصحاب الشاحنات، أرسلوا لنا فيديو من موقعكم.
بالرجوع لقانون ستين سنه عليه,بالعودة إلى قانون عمره ستون عامًا.
مش كان احسن لو حارقين يمنى فواز,ألم يكن من الأفضل لو أحرقوا يمنى فواز؟
مين هاي لابسه سوق الذهب يللي ببرج حمود و جاي,من هذه التي ترتدي ذهب السوق الموجود في برج حمود؟
ابو الياس الملك ابو الياس الغالي الله يحميك و يخلينا هل طله,أبو إلياس العزيز، الله يحميك ويبارك حضورك.
وما منضحك الا مع تنقله لكم عبر,نحن لا نضحك إلا مع تنقلكم إلينا.
انو المجتمع المدني عم يخدم البلد,هل المجتمع المدني يخدم البلد؟
بقا يهددنا بشي اسمو اقليات هودي الاقليات اغتصبوا حقوق المسيحيي لسنين وسنين,يهددنا بشيء يُسمى الأقليات، هؤلاء الأقليات اغتصبوا حقوق المسيحيين لسنوات طويلة.
الله يصبر اهله لأنو صعبي و صعبي كتير,الله يصبر أهله، لأن المصاب شديد جدًا.
الرجاء العمل على توعيه الأهل يلي ع م يشتروا سيارات لولادن,الرجاء توعية الأهالي الذين يشترون السيارات لأبنائهم.
كم صوت اخر رصاصه فيك ي وطني,كم صوتًا خلف الطلقة الأخيرة فيك يا وطني؟
انو نسينا الإبراء المستحيل,"هل نسينا ""الإبراء المستحيل""؟"
انو جنبلاط بيرد جراس الكنايس,جنبلاط يُعيد قرع أجراس الكنائس.
انو صحيح السلاح يلي عم يقتل العرب صانعو نصراني كافر بس يلي عم يرميه عربي مؤمن,صحيح أن السلاح الذي يقتل العرب صُنعه نصراني كافر، لكن الذي يستخدمه عربي مؤمن.
مش لنفهما بالاول عصببت,لنفهمها أولًا، لا تغضبوا.
يا هلا بالشباب المهضومه,أهلا بالشباب الظرفاء.
حيوانات سترحل في النهايه الى طهران,الحيوانات سترحل في النهاية إلى طهران.
هيدا يلي كل عمرنا نحكي فيه صح في قانون بس ما في مراقبه للشوارع و الطرقات,هذا ما نقوله دائمًا: يوجد قانون ولكن لا توجد رقابة على الشوارع والطرقات.
لازم نتحاسب و نحاسب و نمر بشده لنعرف مين هو الصاحب,يجب أن نحاسب ونُحاسب، ونمر بأوقات عصيبة لنعرف من هو الصديق الحقيقي.
كل الشكر لهشام حداد لأنه الوحيد اللي عم يدخل الضحكه على قلوبنا بهالبلد الكئيب,شكرًا لهشام حداد لأنه الوحيد الذي يُدخل الضحكة إلى قلوبنا في هذا البلد الكئيب.
تم المصنع الأول بتوفيق من الله وقريبا المصنع الثاني سارع لحجز حصه,المصنع الأول تم بفضل الله، وقريبًا سنطلق المصنع الثاني. أسرعوا بحجز حصتكم.
اصحاب الشاحنات اخذين الناس رهائن متلن متل يللي بيخطفوا رهينه وبطالبوا بفديه هول بطلوا اصحاب حق انما مجرمين وعلى الدوله التدخل,أصحاب الشاحنات أخذوا الناس رهائن، مثل الذين يختطفون رهينة ويطالبون بفدية. هؤلاء لم يعودوا أصحاب حق، بل أصبحوا مجرمين وعلى الدولة التدخل.
لما تتصور صوره ويطلع شكلك فيها حلو لو فيك تبروزها وتحطها محل راسك وتتمشى فيها,عندما تلتقط صورة وتبدو جميلًا فيها، تمنيت لو تستطيع تأطيرها ووضعها مكان رأسك والتجول بها.
ان لبنان يعيش بسلام ما دام مادام حسن نصر الله ومليشياته موجوده,لبنان يعيش بسلام طالما حسن نصر الله وميليشياته موجودون.
شو راح عليك تمثيليه كاهن عبده الشياطين,ما الذي فاتك من تمثيلية كاهن عبدة الشياطين؟
يسعد مساءك والله يرحمه ويجعل مثواه الجنه في وطني لم يعد الموت مرعبا بل الحياه اشد رعبا,مساء الخير، رحمه الله وأسكنه فسيح جناته. في وطني، لم يعد الموت مرعبًا، بل الحياة أصبحت أكثر رعبًا.
انو نصير بلد طالما الحرامي بيعتبر السرقه باب رزق وإذا سكرتللو ياه بيسكرلك الطريق,كيف نصبح بلدًا طالما أن السارق يعتبر السرقة مصدر رزق، وإذا أغلقت عليه هذا الباب، يغلق عليك الطريق؟
هاد جمبوست مو فستان,هذا جُمبُوت وليس فستانًا.
نقيب اصحاب الشاحنات سنتوقف عن العمل انطلاقا من صباح غد لأن القرارات الصادره بحقنا مجحفه,نقيب أصحاب الشاحنات: سنتوقف عن العمل ابتداءً من صباح الغد، لأن القرارات الصادرة بحقنا مجحفة.
باسيل قال حقا قال,باسيل قال الحق، قال.
حرام العالم عم يمشو مشي,مؤسف أن الناس يسيرون سيرًا على الأقدام.
انو مين ما جاي لعندك بدو يتديين مصاري بس هيدا مش احساس هيدا واقع ولو منو واقع ما اجا لعندك,أي شخص يأتي إليك يطلب الاستدانة، فذلك ليس شعورًا، بل واقع، ولو لم يكن واقعًا لما جاء إليك.
الى حسن نصرالله اختبىء تحت الارض سنتحالف مع اسرائيل فقط لقتلك وقتل عاءلتك واخراح عائلاتكم الى سوريا وبلا عوده جرى الاتفاق وبدا,إلى حسن نصر الله: اختبئ تحت الأرض، سنتحالف مع إسرائيل فقط لقتلك وقتل عائلتك، وترحيل عائلاتكم إلى سوريا بلا عودة. لقد تم الاتفاق وبدأ التنفيذ.
ولك كيف مبلش يا هشام سوء التفاهم,كيف بدأت يا هشام سوء التفاهم؟
الحب يسري في روح نا كالخم ر المعت ق,الحب يجري في أرواحنا كما يجري الخمر المعتّق في الكؤوس.
المعتصمين ازلام السلطه مسكرين الطريق عالناس اذا انتو رجال تفضلو قطعو طرقات السراي والمجلس مش تخربو بيو,المعتصمون من أزلام السلطة يغلقون الطريق على الناس. إن كنتم رجالًا، تفضلوا وأغلقوا طرقات السراي الحكومي والمجلس، لا أن تخربوا بيوت الناس.
ايه عادل كل شي منحاربو بالمحبه,نعم يا عادل، كل شيء نحاربه بالمحبة.
تمنيت اسمع موت فيصل القاسم الكلب عميل الصهيونيه,تمنيت سماع خبر وفاة فيصل القاسم، العميل للصهيونية.
بكير يا معالي الوزير مش محرزي خلص النهار و العالم صار بدها ترجع عبيوتها مشي الحال تبهدلت الناس و خلصت,معالي الوزير، الوقت مبكر. لم يكن من الضروري أن ينتظر الناس طوال النهار، فالعالم تريد العودة إلى منازلها. الأمر انتهى، الناس تعبت، وانتهت المشكلة.
احلى بين كل لمعكن يا منا وجر بتعقد ابوس ربك ما اطيبك انا بتجوزك دغري يا ريت يا اروع مخلوقه شفتى بعد مرتي الله يرحما,أنت الأجمل بين الجميع يا منى. أقبّل الله الذي خلقك بهذه الطيبة. أتمنى أن أتزوجك مباشرة، يا أروع مخلوقة رأيتها بعد زوجتي رحمها الله.
عم يلعبو فينا السياسيين ومش عك نتعلم,السياسيون يتلاعبون بنا، ونحن لا نتعلم.
ما تتسيءلو على القصار,لا تسألوا عن الأمور الصغيرة.
لعلمكن هيدا التاغ للتسلايه صحيح مش هادف بس في كلمات لبنانيه ما حدا بيعرفها حاولوا تفهموها,للتوضيح، هذا الوسم هو للتسلية وليس هادفًا، ولكن توجد كلمات لبنانية قديمة لا يعرفها أحد، حاولوا فهمها.
معقول بيضربا وعالهوا انو ما خايف من شي ابدا وحتى تجديد الوكاله ما بدو يجيب السيره كيف جددوا,هل يُعقل أنه يضربها على الهواء ولا يخشى أي شيء، حتى أن تجديد الوكالة لا يذكر كيف تم؟
مافي جمعه مباركه ولا ولا شي,"لا توجد ""جمعة مباركة"" أو غيرها."
يعني نتفتو جلدو للقانون,لقد مزقوا القانون وكأنه بلا قيمة.
ترند اول نشكر كل من غرد معنا فردا فردا وخاصه المجموعات,ترند أول، نشكر كل من شارك معنا فردًا فردًا، خاصة المجموعات.
الا بكلام الرئيس عون لا يحلم احد بالتمديد لمجلس النواب او البقاء على القانون نفسه او حصول اي فراغ,وفقًا للرئيس عون: لا يحلم أحد بتمديد مجلس النواب، أو الإبقاء على القانون نفسه، أو بحدوث أي فراغ.
في شي معين بدك تدحشي بعد الزواج بركي بدها تدحش قريدس تكون طنبوره,هل يوجد شيء معين تودين إضافته بعد الزواج؟ ربما تودين إضافة القريدس ليكون الطبق طنبورة!
يس ما حدا عم يحكي وتمنيت اقشع بس ما في شعب واضح اني راح ضل احلم,نعم، لا أحد يتحدث، تمنيت أن أرى شيئًا، لكن يبدو أنه لا يوجد شعب، وواضح أنني سأظل أحلم.
كلمات نيلسن مانديلا امامه,كلمات نيلسون مانديلا تُلهمنا.
اللي بدو يرجع لورا يرجع لوحدو,من أراد العودة إلى الوراء، فليعد بمفرده.
القانون الطير بدو وزبر غير,القانون يحتاج إلى وزير مختلف.
نحنا منحكي بلا مش بلق بس منكتب بلق,"نحن نتحدث ""بلا""، ولكن نكتبها ""بلق""."
التئس و ليس الطقس,التعاسة وليس الطقس.
عبر لا احد يشتري العقد الذي اصنعه,من المؤسف أن لا أحد يشتري العقد الذي أصنعه.
قدم الغالي والنفيس لاعلاء علم,قدّمنا الغالي والنفيس لرفع علم الوطن.
اتمنى على بعض المواقع و الصحف توخي الدقه,أتمنى من بعض المواقع والصحف توخي الدقة في الأخبار.
انو نهايه العهد حتكون مثل بدايته,نهاية العهد ستكون مثل بدايته.
جدو الرئيس انت بي الكل يعني جد الكل,جدّي الرئيس، أنت أب الجميع، أي جد الجميع.
في شي فنان مش جماهيري,هناك فنان غير محبوب جماهيريًا.
كلام غسان الرحباني عن التهجم الدائم على السيد المسيح بالافلام او الاغاني هو صح و الباقيين يا ريتن م,كلام غسان الرحباني عن التهجم المستمر على السيد المسيح في الأفلام أو الأغاني صحيح، والباقون يتمنون أن يتوقف هذا الأمر.
بيوم انو العرب تخلوا عن تخلفهم,هل يأتي يوم يتخلى فيه العرب عن تخلفهم؟
انه الحروب انتهت ورح نعيش بسلام,الحروب انتهت، وسنعيش بسلام.
هشام كل شي بيلبقلو هه,كل شيء يليق بهشام، هاها.
وين عايشين نحنا بغابه,أين نعيش؟ هل نحن في غابة؟
الرئيس بي و جد الكل,الرئيس هو أب الجميع وجدهم.
امي انتي في حياتي كل شيء,أمي، أنتِ كل شيء في حياتي.
اعلنت انتهاء موجباتها التعاقديه غدا في المتن وكسروان,أعلنت انتهاء التزاماتها التعاقدية غدًا في منطقتي المتن وكسروان.
من المياومين والارانب والبيض والاقطاع بالاستمرار بعهرهم السياسي,يستمر المياومون وأصحاب النفوذ السياسي في فسادهم السياسي غير المحدود.
وانت قلتيا ايه ولدينتي المهم صديقتي تضل موجوده,"وأنتِ قلتِ ""نعم""، المهم أن تبقى صديقتي موجودة دائمًا."
انو قطع اهم من الرئيس عون,كأن قطع الطريق أهم من الرئيس عون نفسه!
منتج اسلامي من بلد اسلاميه ينافس اشهر الماركات في السوق عليه اقبال كبير مناديل تركيه معطره مطلوب,منتج إسلامي من بلد إسلامي ينافس أشهر الماركات في السوق، عليه إقبال كبير: مناديل تركية معطّرة مطلوبة.
مش سؤال مناسب هني علقونا ببعض ورح يرجعوا,ليس سؤالًا مناسبًا، فقد جعلونا نتصارع فيما بيننا، وسيتراجعون قريبًا.
انك لازم تقول لا الكذاب اديش بتعمل بتنكه كم كذبه,"يجب أن تقول للكاذب: ""كم كذبة تستطيع أن تملأ بها علبة؟"""
يجرح بالعهد ورئيسو الريئس هموا ما حدا يتهمش خاصتا الأقليات هيدا عهدبي الكل,ينتقد العهد ورئيسه، ولكن همّه الوحيد ألا يُهمَّش أحد، خصوصًا الأقليات، لأن هذا عهد يشمل الجميع.
بين التمديد وقانون الستين,بين التمديد وقانون الستين، يضيع الأمل بالإصلاح.
يوصل على شغلو اليوم,يصل إلى عمله اليوم.
اذا غبر عليلنا نسكتلو,إذا أساء إلينا أحد، هل نصمت عنه؟
مالك مكتبي شاب وبأن,مالك مكتبي، شاب متألق وواعد.
وشوف اخرتا لوين منا توصل ب هل بلد,لنرَ إلى أين ستأخذنا الأمور في هذا البلد.
انو نسكت عن الحق بعد اليوم,السكوت عن الحق بعد اليوم غير مقبول.
انو ما في شي بيستاهل انتبه هيدا الإحساس الوحيد الحقيقي و الصحيح كثر منو اذا فيك,لا شيء يستحق، لكن هذا الشعور الحقيقي الوحيد. حاول زيادته إن استطعت.
علقان بين بعبدا و عين التينه,عالق بين بعبدا وعين التينة.
تابعوا الصفحات الرسميه ل,تابعوا الصفحات الرسمية للمؤسسات.
ما الي مروه او جلاده او ما الي خلق,لا أملك القدرة ولا الصبر ولا الرغبة لفعل أي شيء.
يعمل بعهد فخامه الرئيس ميشال عون متل ما كان يعمل بالعهود السابقه بالعهد الجديد كل شي رح يتغير,يعمل في عهد فخامة الرئيس ميشال عون كما عمل في العهود السابقة. في العهد الجديد، كل شيء سيتغير.
يلا زلغطوا ولك بس تنضحك ع هيشوا زلغطوا,هيا، زغردوا! فقط لنضحك قليلاً على أنفسنا.
خبر تسكير كسارات نقولا فتوش,خبر إغلاق كسارات نقولا فتوش.
بمزاج غريب مش حزين ولا مبسوط بس ما اليك نفس ع شي,أشعر بحالة غريبة، لا حزن ولا فرح، ولكن ليس لديّ رغبة في أي شيء.
انو يقاتل ف منذ الطفوله حبه يجري في دمائنا وأرواحنا له الفدى,يقاتل منذ الطفولة، وحبه يجري في دمائنا وأرواحنا، وله الفداء.
انو يبقى الفساد والاحتكار داخل ادارات الدوله,أن يستمر الفساد والاحتكار داخل إدارات الدولة أمر لا يمكن القبول به.
برشلوني ما بيقول عن ماتش للريال دفع وكله رشوه,"مشجع برشلونة لا يصف أي مباراة لريال مدريد بأنها ""شراء ودفع""."
قلي ولو كذبا كلاما ناعما قد كاد يقتلني بك التمثال مازلت في فن المحبه طفله بيني وبينك ابحر وجبال,قُل لي ولو كذبًا كلامًا ناعمًا، فقد يقتلني منك التمثال، فأنا لا زلت طفلة في فن المحبة، وبيننا بحار وجبال.
يا الله عالفضيحهه الطيور,يا الله على هذه الفضيحة، الطيور!
انو ما نكون اوفياء,كيف لا نكون أوفياء؟
بقوانين مفصله على قياس كل زعيم,قوانين مصممة على قياس كل زعيم.
حزوره القمه في الرياض مين الدجاجه التى تبيض ذهبآ مين الديك سارق البيض مين ذهب وأكل خرا مين الذي لا يعلم ماذا جرى,لغز القمة في الرياض: من الدجاجة التي تبيض ذهبًا؟ من الديك الذي يسرق البيض؟ من أكل شيئًا بشعًا؟ ومن لا يعلم ما الذي حدث؟
بالصور هذه الحسناء الصربيه بطله كليب السوبر ستار الجديد,بالصور: هذه الحسناء الصربية بطلة فيديو كليب النجم السوبرستار الجديد.
من شي نايب او وزير يكون مره بحياتو قدير و يفعل فعل كبير يوقف شي مره مع الفقير يرفض الشحار والتعتير ص,هل يوجد نائب أو وزير في حياتنا كان قديرًا ووقف مع الفقير مرة؟ رفض الشحّ والبؤس؟
شو مش شايف الدني ضاويه بعدها,ألا ترى أن الدنيا لا تزال مضاءة؟
ليش دايما منسكر طريق بس يكون بدنا حقنا الشرعي ليش ما منلجأ لثوره وطنيه تقضي ع كل زعيم اكل حقنا ونخلص منهم ب,لماذا نغلق الطرق للحصول على حقوقنا الشرعية؟ لماذا لا نقوم بثورة وطنية تخلصنا من كل زعيم سرق حقوقنا؟
انو كل اللي عم بنفكر رح توصل لمرحله وتخسرو,كل ما نفكر فيه سيوصلنا يومًا إلى خسائر حتمية.
هالأسبوع كان في تظاهروا مع النسبيه قبل بليله وللي كان بدن يتظاهرو تاني نهار ضد النسبيه يعني القوات والعونيي,هذا الأسبوع، كان هناك من تظاهروا مع النسبية، ومن تظاهروا ضدها، مثل القوات والعونيين.
ويي عليك مفتوحه السله وما عرفت نسجل هه,يا له من موقف! كانت السلة مفتوحة ولم نستطع التسجيل!
كل صالونات لبنان تتحدث عن رائحه فساد,كل صالونات لبنان تتحدث عن رائحة الفساد.
لو شو ما عمل بنزيما كرهي الو ما رح ينتهي,مهما فعل بنزيما، لن يتغير كرهي له أبدًا.
اذا هبت رياحك استغلها,إذا هبّت رياحك، فاستغلها.
من بعد حلقه جمعه الماضي اهلا بك مجددا ب ترند ودغري,بعد حلقة الجمعة الماضية، أهلاً بكم مجددًا في ترند مباشرة.
العمى بقلبو عمي عمى في نضب يا عمى,عمى على قلبه، عمى على عينيه، يا عمى!
يعمل دوله ع حسابو عن ا رئيس قبضاي ممنوع الغلط,يبني دولة على حسابه، والرئيس القوي يمنع الأخطاء.
لوف يو استاذ جمال,أحبك يا أستاذ جمال.
سخيفه كتير هالتمثيليه رح تشيلو الزير من البير,هذه التمثيلية سخيفة جدًا، هل ستخرجون الزير من البئر؟
انو بلدنا صارت بلد,بلدنا تحوّل إلى مجرد اسم.
حتى بالد ين يعني صارلازم نفصل افلام دينيه مشان تنبسط الدين واقع ما بيتغير اذا غيرنا معناتو عم نغير الدين مع احترامي لكل الأديان,حتى في الدين، يبدو أنه يجب إنتاج أفلام دينية لإرضاء الجميع، مع العلم أن الدين ثابت لا يتغير، واحترامًا لكل الأديان.
الغدا ما بيكمل الا مع جاط بطاطا مقليه,الغداء لا يكتمل دون طبق من البطاطا المقلية.
امراء الشر يدعون لتحالف عربي ضد لتحرير بدل تحالف خزيهم على نصرتهم للأسلام والمسلمين,أمراء الشر يدعون لتحالف عربي لتحرير فلسطين، بينما هم في الحقيقة يعززون فسادهم تحت ستار دعم الإسلام والمسلمين.
سبق وقل كن الرئيس ميشال عون,سبق وقلنا: الرئيس ميشال عون.
انا كثيير بحبكم بحضركم كل يوم اثنين انا من السعوديه وبحب رولا كعدي كثير ياريت تقرأي تويتي,أحبكم كثيرًا، أتابعكم كل يوم إثنين. أنا من السعودية وأحب رولا كعدي كثيرًا، أتمنى أن تقرئي تغريدتي.
انو الأسرى البواسل حقوا مطالبهن,الأسرى البواسل يستحقون تحقيق مطالبهم.
