Original_Dialect,MSA_conversion
العيله التانيه عايله  الي متزوج من اتنين وعلى قولهم عينه زايغه على صنف النسوان ودايما يقول  ولده انت ما طلعت غير لعمك  مع انوا ما كان  مررررره وسيم بس شي غريب يجذب النسوان ليه مع انوا في عمر كبير يعتبر الان يعني كمان شهر حيكمل ال  بس خفه دمه وفلته هيه الي تخلي النسوان يحبه وينبسطوا بقعدتوا عنده بيتين يعني البيت الاول بيت  الي اصلها مصريه بس عاشت في السعوديه مره فتره طويله بس لسه العرق المصري فيها بس مررره دخفيف ومرره القعده معها مررره ما تطفش عندها بنت كبيره اسمه عمرها  سنه تدرس اقتصاد منزلي ومررره ماخده من اكتير وولد عمره  سنين لسه في المدرسه بس طبعا مدصريه لازم يكون اسمه ا العيله التانيه عيلته الي اخده قريب مع انها اصغر منوا بتقريبا  سنه بس هوا كان يشتغل معها واعجب فيها وتزوجوا قريب مالهم  سنين وبس عندها ولده الي لسه بيبي عمره  شهور اسمه بس طبعا ما يفرق بين زوجتينوا بس اكيد يدلع لانها لسه حر صغيره وما شافت الدلع الي شافته بس مرررره ما يكرهوا بعض بس اكيد تحصل كتيييير من الخيلفات بينهم بس يحبه بعض مررره بس يناقروا بعض,"العائلة الثانية هي عائلة...، الذي تزوج من اثنتين، وعلى قولهم، عينه زائغة على صنف النسوان، ودائمًا يقول لابنه: ""أنت لم تخرج إلا لعمك""، رغم أنه لم يكن وسيمًا جدًا، ولكن هناك شيء غريب يجذب النسوان إليه، رغم أنه في عمر كبير، يعني بعد شهر سيُكمل الستين. ولكن خفة دمه وفلته هي التي تجعل النسوان تحبه وتنبسط بقعدته. لديه بيتان، البيت الأول هو بيت...، التي أصلها مصري، ولكنها عاشت في السعودية فترة طويلة، ولكن العرق المصري ما زال فيها، ولكنها مرحة جدًا، والقعدة معها لا تمل. لديها بنت كبيرة اسمها...، عمرها 18 سنة، تدرس اقتصاد منزلي، ومرررة أخذت من أمها. ولد عمره 12 سنة، ما زال في المدرسة، ولكن طبعًا مصرية، فيجب أن يكون اسمه... العائلة الثانية هي عائلته التي تزوجها، والتي هي أصغر منه بتقريبًا 18 سنة، ولكنه كان يعمل معها وأعجب بها وتزوجا منذ قريب، لديهم 18 سنة، ولديهم ولد واحد، وهو ما زال بيبي، عمره 6 شهور، اسمه...، ولكن طبعًا لا يفرق بين زوجتيه، ولكنه بالتأكيد يدلع الأخيرة، لأنها ما زالت صغيرة، ولم ترَ الدلع الذي رأته الأولى. ولكن بالتأكيد لا يكرهان بعضهما، ولكن تحدث الكثير من الخلافات بينهما، ولكنهما يحبان بعضهما جدًا، ولكن يناقران بعضهما."
العيله التالته عيلته الي هيه الاخت التالته متزوجه من  الي ما يكبرها بكتير بس كم سنه يعني بينهم سنتين بس بس مرررره علاقتهم حلوه مع بعض يعني كلهم ما يخلوا من حبيبتي وحياتي وحبيبي وروحي وكدا مع انهم ليهم اكتر من  سنه متزوجين بس مررره  علاقتهم ممتازه مع بعض عندهم  كلهم اسمائهم قريبه من بعض وكلهم اعمارهم مررره قريبه من بعض اكبر واحد عمره  سنه يدرس حاسب الي في قسم علوم وهوا اكتر انسان في نظره مبسوط في قسمع عنده حب شديد  يعني ممكن يقعد  سنه على  ولا يطفش ومررره يفهم في وشاطر مررره في كل شي يخصه بعد  يجي  الي لسه  سنه يدرس في كليه الحقوق مو بس فيلسوف ابوا الفلسفه كلها في عشان كدا دخل كليته الحقوق عشان يدافع عن المظلومين بس مررره لايق عليه دور المحي حتى ابوا دايما يقله يا محي ا اخر بنوته وهيه  اسغريب بس مررررره تموت هيها في اسمفكره اساحلى اسم في الوجود ودايما لمن احد يستهبل عليها تقول ولك من اسمك نصيب بمعنى حديث الرسول يعني انها مرررره حلوه بس مرررره بنت لزيزه هيه سنه تانيه ثنوي كمان علمي زي فدايما عند بعض يدرسوا ومرررررررره اشطر من مع انها مو مره ممتازه بس احسن من بمراحل تعتبر في نظر دافوره,"العائلة الثالثة هي عائلة أخته الثالثة، متزوجة من...، الذي لا يكبرها كثيرًا، فقط بضع سنوات، بينهما سنتان فقط. ولكن علاقتهم جميلة مع بعض، فهم دائمًا ما يقولون لبعضهم ""حبيبتي، حياتي، حبيبي، روحي""، وهكذا، رغم أنهم متزوجون منذ أكثر من 18 سنة، ولكن علاقتهم ممتازة مع بعض. لديهم 3 أطفال، كلهم أسماؤهم قريبة من بعض، وأعمارهم قريبة من بعض، أكبر واحد عمره 18 سنة، يدرس حاسب آلي في قسم علوم، وهو أكثر إنسان مبسوط في القسم، عنده حب شديد له، ممكن يقعد 18 سنة على الحاسب الآلي ولا يمل. وهو شاطر جدًا في كل شيء يخصه. بعد ذلك، يأتي...، الذي عمره 18 سنة، يدرس في كلية الحقوق. ليس فقط فيلسوف، بل أبو الفلسفة كلها، لهذا دخل كلية الحقوق ليدافع عن المظلومين، ولكن هذا الدور لا يناسبه. أبوه دائمًا يقول له: ""يا محي"". آخر بنوتة هي...، اسمها غريب، ولكنها تموت في اسمها، وتعتبره أحلى اسم في الوجود، ودائمًا عندما يستهبل عليها أحد، تقول: ""ولك من اسمك نصيب""، بمعنى حديث الرسول، أي أنها جميلة جدًا، ولكنها بنت لزيزة. هي في السنة الثانية ثانوي، علمي، مثل...، ودائمًا عند بعض يدرسون، وهي أشطر منه، رغم أنها ليست ممتازة، ولكنها أفضل منه بمراحل، وتعتبر في نظر... دافورة."
العيله الرابعه عيله وزوجته  عندهم بنت وولد وبس الولد الكبير  الي عمره  سنه مرررررره ولد خربان على قول ابوه ودايما يحط اللوم على مته الي هيه يقلها انتي الي خربتي الولد وعموما المشاكل الي تسير في البيت هيه مشكلته الاولاد انوا مو عاجبته تربيته اولاده والبنت وكمان مررررره حقت خروج وصحباتها وما تحب قعدت البيت ابدا واعادي ما تقولها شي لانها كمان ال من الصنف الي مرره تكره البيت ومره تحب الخرجات والجمعات وبنتها طلعت زيها عمرها سنه اولى جعه تدرس ديكور في جعه اهليه ومرررررره مو شاطرع بس تنجح بالقوه ومررررره هيه اصحاب لانهم مررررره وزي بعض,العائلة الرابعة هي عائلة وزوجته، لديهم بنت وولد فقط. الولد الكبير، الذي عمره 18 سنة، هو ولد خربان، كما يقول أبوه، ودائمًا يلوم أمه، ويقول إنها هي التي خربت الولد. وعمومًا، المشاكل التي تحدث في البيت هي مشكلته. الأولاد لا تعجبه تربيتهم، والبنت أيضًا، وهي مررررة تحب الخروج والصحبات، ولا تحب قعدة البيت أبدًا، وأمها لا تقول لها شيئًا، لأنها أيضًا من الصنف الذي يكره البيت، وتحب الخرجات والجمعات. وبنتها خرجت مثلها، عمرها 18 سنة، في السنة الأولى في الجامعة، تدرس ديكور في جامعة أهلية، وهي ليست شاطرة، ولكنها تنجح بالقوة. وهي مررررة أصحاب، لأنهم مررررة مثل بعض.
يا اياد والله طلعتلي شيب ازرق خلاص شوف مذاكرتك وبلاش من الصايعه الي بتوسيها خلاص يا اياد خلاص والله يا بابا كذاب والله دا الدكتور حاططني في راسه عشان انا مره قلتوا انوا انا استحق درجه اعلى من الي اعطاني هيه وهوا على بالوا اني انا يوقله انك انت غشاش بس عشان كدا يرسلك دي الخطابات اني عندي انذارين بالفصل علما باني ما عندي ولى واحد,يا إياد، والله أخرجت لي شيبًا. انتبه لمذاكرتك، وبلاش من الصياعة التي تفعلها. يا إياد، كفى. والله يا بابا، هذا الدكتور كاذب. والله هذا الدكتور وضعني في رأسه، لأنني مرة قلت له إني أستحق درجة أعلى من التي أعطاني إياها، وهو يعتقد أنني غشاش. لهذا يرسل لي هذه الخطابات، ويقول إن لدي إنذارين بالفصل، علمًا بأني ليس لدي أي إنذار.
انت بتستهبلني يعني انا مااعرفك ليش كدا يا اياد بتسوي فيها احرجتني بين الناس ليش ما تكون زي اخوك وليد والله انوا الناس تضرب في المثل ايش الهبل وانا فين شخصيتي اسير زي الناس من جمال شخصيتك يعني والله تعبتني انت الي حتومتنتي والله خلاص حبيبي لا تضايق نفسك حيفكر في كلك صح  بصوت في عصبيبي ونظرات فيها غضب وتأشر عشان يسلم على ابوه ويعتذر منه يسوي نفسه ما شاف ه ويطلع على غرفته وهوا مررره معصب بدخل غرفته ويقفل الباب بعصبيه يقول عمى بيت زي القرف ويمسك جواله عشان يفضفض لاحد الو وصوته كله عصبيه ونرفزه على طول يفتح الشباك ويجيب الولعه ويسير يدخن عشان على قولته شويه يقلل من التوتر,"هل تستهبلني؟ يعني أنا لا أعرفك؟ لماذا تفعل هكذا يا إياد؟ لماذا لا تكون مثل أخيك وليد؟ والله الناس تضرب به المثل. ما هذا الهبل؟ وأين شخصيتي؟ هل يجب أن أكون مثل الناس بسبب جمال شخصيتك؟ والله تعبتني، أنت الذي ستُميتني. حبيبي، لا تضايق نفسك، سيفكرون فيك كلهم صح. بصوت غاضب ونظرات غاضبة، يشير له ليسلم على أبيه ويعتذر منه. يتظاهر بأنه لم يره، ويصعد إلى غرفته وهو غاضب جدًا. يدخل غرفته ويقفل الباب بعصبية، ويقول: ""عمى، بيت مثل القرف"". يأخذ هاتفه ليفضفض لأحد أصدقائه، ويقول: ""الو""، وصوته كله عصبية ونرفزة. يفتح الشباك، ويأتي بالولاعة، ويبدأ في التدخين، لأنه كما يقول، سيقلل من التوتر قليلًا."
ايوه دي وحده من البنات الي يكلمهم بس على قوله اكتر وحده تفهمه ويحب يفضفضلها اشبك مررره صوتك مو صوت خليها مستوره وهيه مستغربه من اسلوب من جد ايش في ايش مضايقك قبل ساعه كنت بتكلمني وانت ميته من الضحك ايش في حموت من ايش ايش سار مررررره بيتي زفت والله نفسي اهرب واعيش لوحدي بلله شفتي ولد عمره  سنه ولسه اهله يسئلوا ايش سوا في الجعه وليش دراجته متدنيه  طبعا يا  كل الاهل كدا ليش انت ايش سار معاك بابا فتحلي محضر عشان واحد من الدكاتره ارسلوا رساله انوا انا حرسب في مادته دا الدكتوره الله يسخطه يارب مره نفسي اخلص منوا يالطيف ايش الكل دا يا  ايش الله يسخطه طيب هوا واجب عليله انوا يسوي كدا شي مطلوب منه من الجعه طلب الله روحه يارب من جد نفسي اشوف في يوم تعرفي يا لو شفت في يوم ما ابغى ولا شي تاني من الدنيا وهيه تضحك ليش تضحكي اصلا والله لو تشوفي تخافي منه تقولي اجد شافط جسمه واحد تاني حارقله وجه هادا من اي جعه تخرج دا ينفع يكون زبال وهيه ميته من الضحك مررره  والله انتي والله معرفش شكرا يله روح كدا روق شويه ولا تزعل نفسك خلاص يختي اورك يله,نعم، هذه واحدة من الفتيات اللواتي يتحدث معهن، ولكن كما يقول، هي أكثر فتاة تفهمه ويحب أن يفضفض لها. ماذا بكِ؟ صوتكِ ليس صوتكِ. دعيه مستورًا. وهي مستغربة من أسلوبه، وتسأله: ماذا بك؟ قبل ساعة كنت تتحدث معي وأنت تضحك بشدة، ماذا بك؟ سأموت، ماذا حدث؟ بيتي أصبح زفت، والله أريد الهرب والعيش وحدي. يا إلهي، هل رأيتِ ولدًا عمره 18 سنة، وأهله ما زالوا يسألونه ماذا فعل في الجامعة، ولماذا درجاته متدنية؟ بالطبع يا...، كل الأهالي هكذا. لماذا أنتِ؟ ماذا حدث معكِ؟ بابا فتح لي محضر بسبب أحد الدكاترة الذي أرسل رسالة بأنني حرسب في مادته. هذا الدكتور، الله يسخطه. والله أريد أن أتخلص منه. يا إلهي، ماذا كل هذا؟ الله يسخطه. ولكن هذا واجبه، وهو مطلوب منه من الجامعة. الله يأخذ روحه. والله أريد أن أرى في يوم من الأيام... تعرفين يا...، لو رأيتِ في يوم من الأيام، لن أريد شيئًا آخر من الدنيا. وهي تضحك. لماذا تضحكين؟ والله لو رأيتِه، ستخافين منه. تقولين إنه يبدو كأنه شفط جسمه، أو كأن أحدهم حرق وجهه. من أي جامعة تخرج هذا؟ إنه ينفع أن يكون زبالًا. وهي تضحك بشدة. والله لا أعرف. شكرًا. يلا، اذهب، اهدأ قليلًا، ولا تزعل نفسك. يلا، حبيبتي، أراكِ.
انتهى من التلفون وهوا حاسس انوا ارتاح شويه من الي كان في بعد ما كلم  مع انوا يكلم مليون وحده بس اكتر وحده يرتحلها ويحب يتكلم معها هيه  دي مرره بنت من عيله كبيره تعرفت على  في  وساروا يتكلموا ويخرجوا مع بعض ليهم اكتر من سنتين,انتهى من المكالمة الهاتفية، وهو يشعر بالراحة قليلًا من الذي كان يشغله، بعد أن تحدث مع...، رغم أنه يتحدث مع مليون فتاة، ولكن أكثر فتاة يرتاح لها ويحب التحدث معها هي...، وهي فتاة من عائلة كبيرة، تعرفت عليه في...، وأصبحا يتحدثان ويخرجان معًا منذ أكثر من سنتين.
ا في غرفت كان قاعد يدرس عشان بكره كان عنده اختبار بس انوا كان في شي مررره شاغل باله وكل شويه ينقطع تفكيره ويفكر في دا الشي ويرجع يقول اعوذ باللله ويرجع يذذاكر بس اكيد من غير تركيز في غرفه كانت قاعده ترتب اوراقها الي مبعتره في كل مكان عشان تشوف الي معها في الاختبار الي بكره وهيه لسه ما مسكت الكتاب والساعه سارت  وبعد ساعه طالعين يتغدوا بره فين الزفت الي معنا في الاختبار ياربي مرره كتير ايش الورق دا كله ماعندي فكره ايش الي معنا وايش الي مو معنا مسكت الجوال حقها وكلمت حسن لانهم في نفس المدرسه يعني ما فتحت الكتاب لسه يالله ليش كدا ليش كتير بس يعني ياخد مني  ساعه والله ماعرف طريقه مذاكرتك بس ممكن طيب ايش معنا جيبي ورقك عشان اقولك بالنسبه للعيله التالته قاعد في غرفته على ا حقه و يمارس هوايته الممفضله وهيه عنده مررررررره ناس كتير على واصدقاء كتير ومرررره ينبسط على,"كان في غرفته يدرس لامتحان الغد، ولكن كان هناك شيء يشغل باله، وكل لحظة ينقطع تفكيره، ويفكر في هذا الشيء، ثم يقول: ""أعوذ بالله""، ويعود للمذاكرة، ولكن بالتأكيد بدون تركيز. كانت في غرفتها ترتب أوراقها المبعثرة في كل مكان، لترى ما لديها في الامتحان غدًا، وهي لم تمسك الكتاب بعد، والساعة أصبحت... بعد ساعة، خرجوا ليتناولوا الغداء في الخارج. أين الزفت الذي معنا في الامتحان؟ يا إلهي، إنه كثير جدًا، ما كل هذه الأوراق؟ ليس لدي فكرة عما هو معنا وما هو ليس معنا. أخذت هاتفها واتصلت بحسن، لأنهما في نفس المدرسة. لم تفتح الكتاب بعد. يا إلهي، لماذا كل هذا؟ لماذا كثير هكذا؟ يعني سيأخذ مني ساعة. والله لا أعرف طريقة مذاكرتك، ولكن ممكن؟ طيب، ماذا معنا؟ أحضري أوراقك لأخبرك. بالنسبة للعائلة الثالثة، كان قاعدًا في غرفته على الكمبيوتر، ويمارس هوايته المفضلة، وهي لديه أصدقاء كثيرون على الإنترنت، وهو سعيد جدًا بذلك."
ورح يصلي كمان دا ولد اصلا من جده بس يدرس في الشرقيه هندسه واهله كلهم في جده بس الي مو عاجبه في دي البلد البنات كيف ساروا غير عن اول وراح كل الحياء الي فيهم ونفسوا يلقي البنت الي في باله بس مو راضي يصدق ولا بنت لنوا بمعنى تاني مررره متعقد منهم لانوا المجتمع الي عايش في مرره البنات الي في مو البنات الي في باله هوا يدور على بنت من جد اخلاقها عاليه ومؤدبه ومحترمه ومن عيله ودينها كويس بس دايما يحطم نفسوا ويقول انا من جد بحلم مافي بنت كدا دي الاي انا شكلي ما حتزوج وبس مالها  شهور وهيه متعرفه عليه بس من جد هوا معجب بيها بس يحس انوا هيه مو كدا يعني هيه بتمثل علي عشان تكسبه مع انها بنت مرررره مؤدبه وزي ما يت بس الشكك مرررره غالب عليه وعلى قلبه من الي شافوا من البنات تحاول انها تخلي يشوف الدنيا بنظره تاني غير الي هوا شايفها فيها ويشوف البنات الي من جد مؤدبين في دا الزمان بس هوا مو مقتنع بكلاابدا  كمان ولد مررره نفسه يكون احسن من كدا نفسه يكون دينه اعلى ما يمكن نفسه يكون قدوته في دا الزمان الرسول نفسه يكون دينه احسن شي في بس كل ما يحاول يتقرب من ربه تبعده شهوات الحياه بس لمن لقى وحده زي فرح تحاول تخلي احسن مررره تعلق بيها وحاول انوا ما يخليها تروح من بين يدينه من جد بتحاول تخلي احسن من كدا لانها متاكده انوا ولد ممكن يطلع منه احسن من كدا بكتيييييييرنجي عند كانت  في المقهى المعروف هنا في جده الي يعرف باسم  مع صحبتها الي كل منهم لها دلعها الخاص زيها تما واخر وحده هيه المظلومه في الشله الي اسزي اسم جدتها بس اكيد لها دلع يليق بيها يقولولها طيب كانت الساعه تشير الى الساعه  وهما جالسين في مرررره اخر بسطه يوم خميس في الليل المكان مو بس كان زحمه والصوت مررره عالي والناس فوق بعض واكيد صحبات لازم يجيبوا,"وسيصلي أيضًا، فهو شاب من جدة، ولكنه يدرس الهندسة في المنطقة الشرقية، وعائلته كلها في جدة. ما لا يعجبه في هذه البلد هو كيف أصبحت الفتيات مختلفات عن السابق، وكيف فقدن حياءهن. يريد أن يجد الفتاة التي في باله، ولكنه لا يصدق أن أي فتاة يمكن أن تكون كذلك، بمعنى آخر، هو متعقد جدًا من الفتيات بسبب المجتمع الذي يعيش فيه، ففتيات هذا المجتمع لسن الفتيات اللواتي في باله. هو يبحث عن فتاة ذات أخلاق عالية، ومؤدبة، ومحترمة، ومن عائلة جيدة، ودينها جيد. ولكنه دائمًا يحبط نفسه قائلًا إنه يحلم، ولا توجد فتاة كهذه، وأنه لن يتزوج. تعرف عليها منذ شهور، وهو معجب بها حقًا، ولكنه يشعر أنها ليست كذلك، وأنها تمثل عليه لتربحه، رغم أنها فتاة مؤدبة جدًا، ومثلما يريد. ولكن الشك يسيطر عليه وعلى قلبه بسبب ما رآه من الفتيات. تحاول أن تجعله يرى العالم من منظور مختلف عن الذي يراه، وأن يرى الفتيات المؤدبات في هذا الزمن، ولكنه غير مقتنع أبدًا. إنه شاب يريد أن يكون أفضل، ويريد أن يكون دينه في أعلى مستوى، ويريد أن يكون الرسول قدوته في هذا الزمن، ويريد أن يكون دينه أفضل شيء فيه. ولكن كلما حاول الاقتراب من ربه، تبعده شهوات الحياة. ولكن عندما وجد فتاة مثل فرح، والتي تحاول أن تجعله أفضل، تعلق بها بشدة، وحاول ألا يتركها تذهب، لأنها تحاول أن تجعله أفضل، وهي متأكدة أنه يمكن أن يكون أفضل بكثير.

كانت في المقهى المعروف في جدة باسم ""..."" مع صديقتها، ولكل منهما دلعها الخاص، مثلها تمامًا. وآخر واحدة هي المظلومة في الشلة، والتي تحمل اسم جدتها، ولكن بالتأكيد لديها دلع يليق بها. يقولون لها: ""طيب"". كانت الساعة تشير إلى الساعة...، وهم جالسون في آخر بسطة يوم خميس في الليل. المكان لم يكن مزدحمًا فحسب، بل كان الصوت مرتفعًا جدًا، والناس فوق بعضهم البعض، وبالتأكيد صديقاتها يجب أن يأتين...


"
طبعا كلهم مع بعض جلسه مره حلوه بس ماعدا ما عندها   وماكان في شي يسوي فجا مع بس مرره ن انوا اعجب بس اكيد مو احسن من صحبتها اكيد انتي مافي احد لا في بالك ولا في حياتك باستغراب من السؤال دا وتتكلم بابتسه احراج وتفكر ايش تقول ليش دا السؤال الغريب ابدا مو غريب بس انوا من جد كل وحده من صحباتك عندها صاحبها معاها ماعدا انتي بس حيبت اعرف بعد كدا بعد ما نعرف بعض اكتر ممكن اقولك سيبك منها تلاقيها مجروحه وما تبغى تتذكر الجارح ولى ايش يا يالله الي يسمع يقول مجروحه منها يا وحاطه الجروح في قلبك يسوي نفسه يبغى يشنق ويمسك رقبتها ويقول وهوا بيضحك دي الي جرحتك يا انا اقتلك هيه قدك اههها شفتوا يا عالم انا حموتها قد الملأ سويها بعيد عن اعيون الناس ولى انت متعود على القتل خليها قتله مستوره شفت كيف يا متعود على الاجر وهوا في اتجهه مقعدوا بعد ما ق منه واتوجه الى كرسي والله انا مجرم يا دي نهايه الصداقه صداقه هيه كانت دي صداقه ويسوي نفسه انوا بيبكي خليها مستوره يا لا تخليني اقول ايش كنت بتسوي فيه لا قول عشان انا كمان حقول انتي كمان في شي هوا علوا ليكي وساكته ياريت شي واحد دا مجرم وتسوي نفسها تبكي يا قليل الخاتمه شلون تتكلم كدا عن حبيتي وايش تقول عنها وهي ميته من الضحك واكتر شي يميز عن صحباتها ضحكتها المرتفعه زي الحشاشين تضحك وتقول والله طلع العرق البدوي المستخبي وهوا يصلح بلوزه الي اتخبطت من الهبل الي كان يسوي مع انوا يبغى يموتها والهبل الي مثله انوا بدوي يقول تعرفي يا  انوا من جد انا عمة بابا ماخده واحد من الباديه البادبه مو من مدينه بس مرررره مبسوطين مع بعض وانا مو بس وت في جلسه عم,"بالطبع، جلسة جميلة مع الجميع، ولكن باستثناء التي ليس لديها، ولم يكن هناك ما تفعله، وفجأة مع ذلك، كانت رائعة، وأعجبتني، ولكن بالتأكيد ليست أفضل من صديقتها. أنتِ بالتأكيد ليس لديكِ أحد في بالك أو في حياتك. أنتِ مستغربة من هذا السؤال، وتتحدثين بابتسامة محرجة، وتفكرين فيما تقولين. لماذا هذا السؤال الغريب؟ إنه ليس غريبًا على الإطلاق، ولكنني أردت أن أعرف أن كل صديقة من صديقاتك لديها صديقها الخاص، باستثنائك. بعد أن نتعرف على بعضنا أكثر، يمكنني أن أقول لكِ أن تبتعدي عنها، ربما تكون مجروحة ولا تريد تذكر الجارح، أو ماذا يا ترى؟ يا إلهي، من يسمعكِ يعتقد أنكِ مجروحة منها، أو أنكِ تضعين الجروح في قلبك. يتظاهر بأنه يريد شنقها، ويمسك برقبتها ويقول ضاحكًا: ""هذه التي جرحتكِ، سأقتلكِ أنا"". انظروا يا عالم، أنا سأقتلها أمام الجميع. افعلها بعيدًا عن أعين الناس، أو أنك معتاد على القتل، دعها جريمة مستورة. انظروا كيف أنت معتاد على الإجرام، ويتجه نحو مقعده بعد أن تعب من الكلام، ويتوجه إلى كرسيه قائلًا: ""أنا مجرم، هذه هي نهاية الصداقة، صداقة؟ كانت هذه صداقة؟"" ويتظاهر بأنه يبكي قائلًا: ""دعها مستورة، لا تجعليني أقول ماذا كنتِ ستفعلين به"". لا، قل، لأنني سأقول أيضًا، أنتِ أيضًا لديكِ شيء له وتسكتين. يا ريت، هذا مجرم، وتتظاهر بالبكاء. كيف تتكلم هكذا عن حبيبتكِ، وماذا تقول عنها؟ وهي تضحك بشدة، وأكثر ما يميزها عن صديقاتها ضحكتها المرتفعة مثل الحشاشين. تضحك وتقول: ""والله طلع العرق البدوي المستخبي""، وهو يصلح بلوزته التي اختلت بسبب الهبل الذي كان يفعله، رغم أنه يريد قتلها، وهو هبل مثله، بدوي. يقول: ""تعرفين يا... أن عمة بابا تزوجت واحدًا من البادية، ليس من المدينة، ولكنهم سعداء جدًا معًا، وأنا أيضًا...""، وتنتهي الجلسة."
ايوه بس مو بس انسان من جد عسل والله وت في جلستوا تعرف والله يا اني اول مرره اعرف انوا عمتك ماخده واحد من الباديه اسموا احنا كلنا احلى واهم من كدا ويغمز وبعدين مو عمتي يا عمة ابويه والله ما تصدقوا كذاب مافي شي اهم من زوج عمة ابوه كذاب وهيه تضحك لا يا شيخه مافي وهما في دي الجلسه الي كانت مره بسطه بالنسبه ليهم يدق جوال وتقوم من الطاوله بعد ما استئذنت بعذر انوا مررره دوشه هنا ومهي سعه وتقوم متهجه الى الحم وهيه في طريقها الى الحم تحط يدها على اذنتها عشان تسمع لانوا من جد المكان مرررره زحمه,"نعم، لكن ليس مجرد شخص، بل شخص رائع حقاً. والله، كنت في جلستكم، وأدركت أنني لأول مرة أعلم أن عمَّتك متزوجة من شخص من البادية. نحن جميعاً أفضل وأهم من ذلك. ثم غمز، وأضاف: ""لكنها ليست عمَّتي، هي عمَّة أبي."" والله، لا تصدقوا، هو كاذب. لا شيء أهم من زوجة عمِّ أبي. وهي تضحك، وقالت: ""لا، يا شيخة، ليس هناك شيء."" ثم في تلك الجلسة، التي كانت مريحة بالنسبة لهم، رنَّ هاتفها المحمول، فقامت من الطاولة بعد أن استأذنتهم بعذر، حيث قالت إنه كان هناك الكثير من الضجيج في المكان، وأنه ليس واسعاً بما يكفي. قامت متجهة إلى الحمام، وأثناء سيرها، وضعت يدها على أذنها لتستطيع سماع الصوت جيداً، لأن المكان كان مزدحماً للغاية.
"
وعادي كدا بتقوليها اكنك تقولي انا في البيت يعني كيف اقولها والله انتي الادرى غسان ايش في مااعرف مره ماعرف تطلعي من غير اذن ولا اكنوا انا احد مهم في حياتك اكني واحد مالوا داعي في حياتك قبل ما ترمي كل زي السم كدا شوف جوالك كم مرره اتصلت عليك وانت حضرتك ما ادري فين كنت كان فيك الخير انك اتصلتي كدا ما اقدر اقول شي ابدا خلاص انتي سويتي كل الي تقدري عليه دقيقه واكون عندك حنا ماتفقنا على كذا  ايش معناته باعتبر نفسي مفهمت شيء ﻟﻜﻦ ﺍﻟﻠﻲ ﻳﺨﺮﺏ ﺍﻟﻤﻮﺿﻮﻭﻉ ﺃﻧﻪ ﻳﻤﺴﺢ ﺧﺸﻤﻪ ﻓﻲ ﻣﻼ‌ﺑﺴﻚ ﻻ‌ﺣﺒﻴﺒﻲ ﻣﺎﺗﻔﻘﻨﺎ ﻋﻠﻰ ﻛﺬﺍ ﻻ‌ﺑﻮﻭﻙ ﻻ‌ﺑﻮ ﺍﻟﻠﻲ ﻳﻌﺎﺍﻧﻘﻚ ﻱ ﺷﻴﺦ وحده تقول رحنا انا وجدتي نشتري كاويه ملابس اول ما دخلنا المحل قالت للعمال وروني مكاويكم  ههههه ليه كذا ياجده ماتفقنا على كذا لالا مش معقول ماتفقنا على كذا ماتفقنا كذا ليش ماعطيتوووها عيديها ‏وش ذا البرد ماتفقنا ع كذا ي وابوي لهم  شهور وهم يفكرون في اسم لي ويسوون قرعه ويسألون شيوخ وتجي انت تناديني  ههيي,"""هل تقولين هذا وكأنك في البيت؟ كيف أقول ذلك؟ والله أنتِ الأدرى. غسان، لا أعرف، حقاً لا أعرف. لماذا تخرجين دون إذن وكأنني لست مهماً في حياتك، وكأنني شخص غير مهم في حياتك؟ قبل أن ترمي كل شيء، وكأنه شيء سيء، انظري إلى جوالك كم مرة اتصلتُ بكِ وأنتِ لم تردي، ولا أعلم أين كنتِ. كان من الأفضل أن تتصلي بي، لكن الآن لا أستطيع قول شيء. لقد فعلتِ كل ما يمكن فعله. انتظري دقيقة وسأكون معكِ. نحن لم نتفق على هذا، فما معنى ذلك؟ سأعتبر نفسي لم أفهم شيئاً. لكن الذي يفسد الموضوع هو أنكِ تمسحين وجهك في ملابسك. لا حبيبي، نحن لم نتفق على هذا. لا، ماذا تقصدين بذلك؟ لماذا تحتضنينني؟ واحدة تقول: ""ذهبنا أنا وجدتي لشراء مكواة، وأول ما دخلنا المحل قالت للعمال: 'أروني مكواكم.' ههههه، لماذا هكذا يا جدتي؟ لم نتفق على هذا. لا، هذا غير معقول، لم نتفق على هذا. لماذا لم تعطيها العيدية؟ ما هذا البرد؟ لم نتفق على هذا، وأنا وأبي لهما شهور وهما يفكران في اسم لي، ويعملان قرعة، ويسألان الشيوخ، ثم تأتي أنتِ وتناديني؟""
"
