Original_Dialect,MSA_conversion
و قلنا احنا وين هي هذه البنت,أذكر ذلك
بأتذكر هذا,حتى أنت قالوا لك أين هي التي حصلت على إثنا عشر
حتى انت قالولك وين هي اللي جابت إطنعش,أنا أيضا حفظت كيف نرسمهم
أنا كمان حفظت كيف نرسمهم,اجتهدت كثيرا
اجتهدت كتير,اجتهدت كثيرا
حتى اني نسيت اللي قال كتبتهم على الطاولة,حتى أني نست من قال أني كتبتهم على الطاولة
جبت ورقة المحاولة و تذكرت ايش درست,أحضرت ورقة المحاولة و تذكرت ماذا درست
لما قالي انت اللي أخذت أحسن علامة تفاجئت,عندما قال لي أنت التي حصلت على أحسن نقطة تفاجئت
تصوري الأستاذ صاحبي,تصوري الأستاذ صديقي
تصوري الأستاذ صاحبي,قال لي أحسنت
قالي أحسنت,قال لهم: هذه ، قرأت أجوبتها و هي صحيحة
قالهم هذه قريت أجوبتها و هي صحيحة,قال لهم شاهدوا ورقتها
قالهم شوفوا ورقتها,كدت أموت فرحا
عدي متت من الفرحة,كدت أموت فرحا
المسكين حطوه معها,المسكين وضعوه معها
شوفتوا هيهم أعلنوا عن الامتحانات,أرأيتم ؟ لقد أعلنوا عن الامتحانات
لمين,لمن
مش إلكو,ليست لكم
مش إلكو,أعتقد أنه  خاص   بستيك
أعتقد أنه خاص  ستيك,و ماذا عنا ؟متى؟
و ايش احنا امتى,أعتقد أنه سيكون بعدهم
أعتقد انه حيكون بعدهم,نحن أيضا
احنا كمان,نحن أيضا
الناس كلهم,كل الناس
قالتلنا احكوا مع مسلاتي,قالت لنا تحدثوا مع مسلاتي
احنا قالنا عطول بعد ما خلصوا,نحن قال لنا مباشرة بعدما تنهون
قصده هذا الأسبوع,يقصد هذا الأسبوع
قصده هذا الأسبوع,عندما تنهون مباشرة تجرون الامتحانات
لما تخلصوا على طول تعملوا الامتحانات,قلنا له إمنحنا أياما على الأقل
قلناله أعطينا أيام على الأقل,أنظري ذلك الذي ينزل
إطلعي هداك اللي ينزل,إنه نازل الآن في السلم
هيو هلقيت نازل في السلم,إنه نازل الآن في السلم
هذا كويس,هذا جيد
انت بخير إذا,أنت بخير إذا؟
أنا ما درست و حأروح هلقيت عالمدينة,أنا لم أدرس و سأذهب الآن إلى المدينة
إستنونا و ما درسنا قررت أني أروح عالمدينة جبلي كم غرض,إنتظرنا و لم ندرس قررت أن أذهب إلى المدينة لأنجز بعض أعمالي
إستنونا و ما درسنا قررت أني أروح عالمدينة جبلي كم غرض,أنت أيضا
انت كمان,تذهب إلى المدينة أم تعود إلى المنزل؟
تروح على المدينة وإلا ترجع للدار,عدت عن قراري لن أقدم القرص
بطلت اقدم قرص,بسبب هذا القرص رددتني مرتين متتاليتين
مرتين وراء بعض و أنت تردينني بسبب هذا القرص,بسبب هذا القرص رددتني مرتين متتاليتين
منيح اني ما كسرتوش,جميل أني لم أحطمه
عادي,عادي
لما أوصل المدينة حأتصل فيك,عندما أصل إلى المدينة سأتصل بك
طيب مع السلامة,حسنا مع السلامة
طيب مع السلامة,رأت أمي الآخر يكلف أقل
شافت امي التاني بيكلف أقل,قالت المهم شيء معطر ليمسحوا به أيديهم
قالت المهم اشي معطر ليمسحوا فيه إيديهم,و اشترت الحلويات
و اشترت الحلويات,ألصقهم أنا بالشريط ثم ألصقهم جميعا معا
لزقهم أنا بالشريط بعدين لزقهم كلهم سوا,ألصقهم أنا بالشريط ثم ألصقهم جميعا معا
بعد هيك أحطهم في الأكياس,بعد ذلك أضعهم في الأكياس
بس امي إشترتهم  صغار شوي,لكن أمي إشترتهم صغارا نوعا ما
و المحارم عشان نطويها حتأخذ الشكل اكيد,و المحارم حتى نطويها ستأخذ الشكل حتما
لحالكم,لوحدكم
لحالكم,أنا و أمينة
أنا و أمينة,قلت لك منذ ساعتين و نحن معهم
قلتلك من ساعتين و احنا معهم,تستوجب المساعدة
بيلزمها مساعدة,لو أنك إنتظرت إلى يوم تأتي قريباتك
لو انك إستنيتي ليوم ما تيجي قريباتك,لو أنك إنتظرت إلى يوم تأتي قريباتك
أنا كنت رايحة لمركز البريد لأسأل عن الانترنت زي عادتي,كنت ذاهبة إلى مركز البريد لأسأل عن الانترنات كعادتي
فكرت حالي ذكية أدفع ثلاث شهور في الأخير قالتلي في واحد و ثلاثين كانون الأول,ظننت نفسي ذكية أدفع ثلاثة أشهر في الأخير قالت لي في الواحد و الثلاثين ديسمبر
قالتلي هذه السنة الجديدة لازم انك تدفعي ستة أشهر,قالت لي إنه العام الجديد يجب أن تدفعي ستة أشهر
قالتلي لازم تحلي المشكلة,قالت لي يجب أن تحلي المشكلة
قالتلي لازم تحلي المشكلة,أنتم ، إذا أردت أن تختار شكبة لاسلكية هل يعطونكم معدلا جديدا؟
انتو إذا بدك تختار شكبة لاسلكية هما بيعطوكوا معدل جديد,لماذا يقولون أنك لو كنت مشتركة في عرض فوري مثلا تظلين في عرض فوري و لكن تصبح الشبكة غير سلكية
ليش بيقولوا انك لو كنت مشتركة في عرض فوري مثلا بتضلي في عرض فوري بس بتصير الشبكة غير سلكية,أرأيته؟
شوفتيه,نعم أعرفه
اه بعرفه,نعم أعرفه
خايفة,خائفة؟
لا حيسألوك,لا سيسألونك
ولا اشي ما بيجوش,لا لن يأتوا
تأخدي معدل عادي,تأخدين معدل عادي؟
تأخدي معدل عادي,لماذا لم تحضري الدواء؟
ليش ما جبتيش الدواء,لم أخرج باكرا من عند الخياطة
ما طلعتش بدري من عند الخياطة,ذهبت إلى العيادة وجدت الطبيب قد خرج
رحت على العيادة لقيت الدكتور طلع,قالت لي بوبة إذهبي و انتظري عند حماتك
قالتلي بوبة روحي واستني عند حماتك,قالت لي بوبة إذهبي و انتظري عند حماتك
و بعد هيك إستنيت لما أجت الدكتورة عادتلي الوصفة و جابتلي اياها,و بعد ذلك إنتظرت حتى جاءت الطبيب أعادت كتابة الوصفة و أحضرتها لي
أصرت اني أكل الغدا معها,أصرت  على أن أتناول الغداء معها
حضرت الكسكس,حضرت الكسكس
مين كان عندها هناك,من كان عندها ؟
مين كان عندها هناك,لوحدها
لحالها,البارحة جاءتها زوجة ابنها نظفت المنزل
امبارح أجتها مرت ابنها نظفت الدار,زوجة جمال
مرت جمال,و بعد ذلك عندما خرجت قررت أن أمر عليها
و بعد هيك لما طلعت قلت أمر عليها,و بعد ذلك عندما خرجت قررت أن أمر عليها
بتعرفي روحت عند الخياطة و ورجتني شوية موديلات حلوة,أتعلمين ؟ ذهبت عند الخياطة و أرتني بعض الموديلات الرائعة
عنجد,حقا
بس ما عجبتني وحدة هديك اللي نادتني عشانها,لكن لم تعجبني  تلك التي نادتني لأجلها
التانين جابتهم البنات روعة,الآخرون أحضرتهم الفيتات إنهم رائعون
التانين جابتهم البنات روعة,قالت لي لا تزال واحدة أخرى لم تنهها بعد
قالتلي لسه وحدة تانية ما خلصتهاش لسه,قالت لي سأتصل بك في يوم آخر
قالتلي حأتصل فيك في يوم تاني,ماهو تاريخ اليوم؟
ايش تاريخ اليوم,السابع
السبعة,السابع
إذا هو قريب,إذا هو قريب
إذا بأستنى انه تتصل فيا و أشوف,إذا أنتظر أن تتصل بي و أرى
قالتلي موديل حلو عنجد,قالت لي : موديل جميل حقا
حكيتلها عن موديل امي,حدثتها عن موديل أمي؟
حكيتلها عن موديل امي,نعم قالت لها أن تضيقها من هنا و من هنا
اه قالتلها تضيقها من هان و من هان,أعجبتها تلك التي من الحرير، قالت لي أن قماشها جيد
عجبتها هديك اللي بالحرير قالتلي انه قماشتها منيحة,قلت لها إنها من مكة
قلتلها هذه من مكة,أي واحدة؟
أي وحدة,أي واحدة؟
الموفية اللي جبتلها اياها فتيحة من مكة,البنفسجية التي أحضرتها لها فتيحة من مكة
و كيف خيطتها,و كيف أخاطتها
لا مش مخيطة لسه,لا ليست مخاطة بعد
حتخيطها نصيرة,ستخيطها نصيرة
حتخيطها نصيرة,منذ زمن و لم تخطها بعد
من فترة و ما خيطتيها لسه,أعطتني إياها اليوم، فأخذتها إليها
أعطتني إياها اليوم فأخذتلها اياه,قات  لها إنها تقول لك لا تلمسيها حتى آتي و أقول لك كيف تخيطينها
قلتلها تقولك ما تمسكيها لعند ما آجي و أقولك كيف تخيطيها,أعادت  الطبيبة كتابة  الوصفة لكذ؟
عادتلك الدكتورة الوصفة,أعادت  الطبيبة كتابة  الوصفة لكذ؟
اه عادتها,نعم أعادت
بعدين يا وائل لما تشوف هديك الصيدلية مفتوحة تعال و نادني,فيما بعد يا وائل عندما ترى تلك الصيدلية مفتوحة تعال و نادني
جيب الدواء,أحضر الدواء
مش مفتوحة,ليست مفتوحة
مش مفتوحة,الآن عندما جئت كانت مغلقة
هلقيت لما أجيت كانت مسكرة,عائلة خالتي مسعودة لم يأتوا؟
دار خالتي مسعودة ما أجوش,لم يأتوا بعد
ما أجوش لسه,ألم تتصل غنية
مش اتصلت غنية,ألم تتصل غنية
إتصلت,إتصلت
ايش قالت,ماذا قالت؟
قالتلك انه عمي راح ليشوف التحاليل,قالت لك أن عمي ذهب ليرى التحاليل
طلعت التحاليل منيحة عادية,حصل على تحاليل جيدة،  عادية
طلعت التحاليل منيحة عادية,إتصلت لتسأل عن أمي إذا ما ذهبت إلى الطبيب أم لا
إتصلت لتسأل عن امي إذا راحت عالدكتور وإلا لأ,أمك نسيت ،  من المفروض أنها ستذهب لإجراء أشعة
نسيت إمك من المفروض انها حتروح تعمل أشعة,ألبسه المعطف و القبعة
لبسه الجاكيت و الطاقية,قلت لها أنها لم تذهب لأن عائلة خالتي مسعودة آتية
قلتلها انها ما راحتش عشان دار خالتي مسعودة جايين,قلت لها أنها لم تذهب لأن عائلة خالتي مسعودة آتية
و هي حترح عند ربيعة رحمها الله,و هي ستذهب عند ربيعة رحمها الله
لا إتصلت فيا و قالتلي المفروض إنا نروح اليوم عند خالتك,لا إتصلت بي ، و قالت لي من المفروض أن نذهب اليوم عند خالتك
نبعت أخوي عند ستي إذا,نرسل أخي عند جدتي إذا
أبات عندها,سأبيت معها
أبات عندها,نعم سنذهب فيما بعد
اه حنروح بعدين,نرسل لها أخي يأخذها إلى
نبعتلها أخوي يأخذها,نعم فيما بعد يأتي إلينا و نمر عليها و نذهب مرة واحدة
اه بعدين يجي علينا و نمر عليها و نروح مرة وحدة,الهاتف النقال عندها؟
الجوال عندها,الهاتف النقال عندها؟
اه هي حاملاه,نعم إنها تحمله
ما بعرف كيف تذكرته,لا أعرف كيف تذكرته
مع انها ما أخذتش شنطتها,رغم أنها لم تأخذ حقيبتها
قبل شوي قالتله يسمينة بيقولك أبوك ما تخليش تامر يحمل الجوال بيخلص كل الرصيد,قبل قليل قالت له يسمينة يقول لك أبوك لا تدعي تامر يحمل الهاتف النقال يستهلك جميع وحداتي
قبل شوي قالتله يسمينة بيقولك أبوك ما تخليش تامر يحمل الجوال بيخلص كل الرصيد,قولي لها أنت تكذبين لم يقل أبي ذلك
قوليلها انت بتكذبي ما قالش أبوي هيك,يحب أن يرد عليه ولده
بيحب انه يرد عليه ابنه,إتصل بك صاحب الكباش؟
إتصل فيك صاحب الكباش,ماذا قال لك؟
ايش قالك,ماذا قال لك؟
شلت شريحتك من جوالك,نزعت شريحتك من هاتفك النقال
في الليل حأحطلك شريحتك,في المساء سأضع لك شريحتك
وين هي,أين هي؟
يتصل عليها,يتصل عليها
يتصل عليها,التي أعطاك إياها أخي
اللي أعطاك إياها أخوي,إنها هنا
هيها هان,إنها مخبأة إنها لي
هيها مخبية هذه ملكي,أعارتني إياه إلى غاية المساء فحسب ثم سأعيده لك
سلفني إياه لغاية المساء بس بعدين حأرجعهالك,أعارتني إياه إلى غاية المساء فحسب ثم سأعيده لك
وين لقيتها,أين وجدتها؟
لقيتها في الدرج,وجدتها في الدرج
أي درج تعال هيها هان أعطيني إياها,أي درج؟ تعال إنها هنا أعطني إياها
في التلفزيون أجت بنت صارلها حادث فقصولها رجلها,عرضت في التلفاز  فتاة تعرضت لحادث،  فقطعوا لها رجلها
في التلفزيون أجت بنت صارلها حادث فقصولها رجلها,خرجت من الثانوية لم يحضر أستاذ الرياضة
طلعت من الثانوية ما أجاش أستاذ الرياضة,صدمتها شاحنة ذهبت هي في جهة و رجلها في جهة أخرى
خبطتها شاحنة راحت هي في جهة و رجلها في جهة تانية,تمزقت رجلها
تمزقت رجلها,تقول فيما بعد
بتقول بعدين,تقول فيما بعد
شوفتيها انت معانا امبارح,شاهدتها أنت معنا البارحة
في الأخير,في الأخير
ضلت بدون رجل,بقيت دون رجل
دائما بتقول يارب ابعتلي واحد هو كمان زيي معاق عشان يحس فيا,دائما ما كانت تقول يارب أرزقني بشخص هو أيضا مثلي،  معوق حتى يحس بي
دائما بتقول يارب ابعتلي واحد هو كمان زيي معاق عشان يحس فيا,مرة رأت شخصا يمرأمامها، قالت بقي في ذهني ، هو أيضا رجله مقطوعة، قالت لهم لو أنه يأتي لخطبتي
مرة شافت واحد يمر قالت ضله في بالي دائما هو كمان رجله مقطوعة قالتلهم لو انه يجيني,دائما عند خطبة إحداهن يقولون لها العاقبة لك دائما يمر هو في ذهنها ذلك الذي رأته مرة واحدة
دائما عند خطبة واحد منهم بيقولولها عقبال عندك دائما يمر هو في بالها هداك اللي شافته مرة وحدة,بعد تسع سنوات بينما كانت تطل كن النافذة رأته مرة أخرى
بعد تسع سنين وكانت تطل على الشباك شافته مرة تانية,كانت هي في مكتبها، إلى أن جاء هو
كانت هي في مكتبها لعند ما أجى هو,كانت هي في مكتبها، إلى أن جاء هو
طلع لمكتبها تعرفت عليه و تجوزته,صعد إلى مكتبها، تعرفت عليه و تزوجت به
دور عليها,بحث عنها
لا إجتمعوا ما شافهاش من قبل بالمرة,لا إجتمعوا، لم يرها من قبل أبدا
هي اللي شافته,هي التي رأته
هي اللي شافته,هي التي بقي في ذهنها
هي اللي ضل في بالها,إجتمعوا بعد تسع سنوات
إجتمعوا بعد تسع سنين,جاء لخطبتها و هي الآن متزوجة به
أجى ليخطبها و هي هلقيت متجوزة منه,إنها حامل في شهرها الثامن
هيها حامل في شهرها الثامن,إنها حامل في شهرها الثامن
بس بدون شغل أو أي اشي و ما عندهمش سكن,لكن دون عمل أو أي شيء و ليس لديهم سكن
ساكنة عند حماها,تسكن عند حماها
ما عندهمش دار,ليس لديهم منزل
مات أخوها شهيد خلال الثورة,مات أخوها شهيدا خلال الثورة
مات أخوها شهيد خلال الثورة,كانت تروي كيف كانت تدرس
كانت تحكي كيف كانت تدرس,سأظل أكتب و أنا واقفة
حأظل أكتب و أنا واقفة,كانت تضع رجلا اصطناعية
كانت تحط رجل,رجلي تنزف دما
رجلي بتزل دم,رجلي تنزف دما
المسكينة كتير قاست,المسكينة عانت كثيرا
فقررت تشيلها,فقررت نزعها
آه ما قلتلكمش لما مريت عند حماتي,آه لم أقل لكم عندما مررت عند حماتي
اخذوا الورثة,حصلوا على الميراث
اخذوا الورثة,جاءها أخوها البارحة من قسنطينة
أجاها أخوها امبارح من قسنطينة,أحيت قضيتها
أحيت قضيتها,أجروا القسمة و كل شيء
عملوا القسمة و كل اشي,أخذت الدولة أرضهم
أخذت الدولة أرضهم,أخذت الدولة أرضهم
حتعطيهم أربعة ملايير,ستعطيهم أربعة ملايير
عنجد,حقا
اه,أجل
حضر إخوانها الأوراق,حضر إخوانها الوثائق
حضر إخوانها الأوراق,و  يوم تدفع لهم الحكومة، سيذهب الجميع للتوقيع
و هلقيت يوم ما تدفعلهم الحكومة يروحوا كلهم للتوقيع,هي و بوبة ستحصلان على ثمانمئة مليون
هي و بوبة حيأخذوا تمنمية مليون,قال لها جمال تعطي كل واحد منا مئتي مليون
قالها جمال تعطي كل واحد منا متين مليون متين مليون,أقسمت:  ما إن أحصل عليهم  أشتري سكنا
أقسمت من حد ما أخذهم حأشتري دار,أقسمت:  ما إن أحصل عليهم  أشتري سكنا
قالها عندك دار,قال لها عندك سكن
مش إلي هذا ملك الحكومة,ليست لي، إنها ملك الحكومة
أشتري دار و أروح مع نبيلة و تامر,أشتري سكنا و أذهب مع نبيلة و تامر
أكتبها باسم الهادي,أكتبها  على اسم الهادي
أكتبها باسم الهادي,هذا ما تقوله
هذا اللي بتقوله,كيف ذلك؟ واحد يأخذ كل شيء و الآخر لا يحصل على شيء
كيف هيك واحد يأخذ كل اشي و التاني ما يأخذش اشي,قسميهم  أمامي الآن
إقسميهم هلقيت قدامي,و تبقى مئة مليون، تحجون بها
و بتضل مية مليون بتروحوا فيها على الحج,و تبقى مئة مليون، تحجون بها
و بتضل عشرين بتحضروا فيها العشاء,و تبقى عشرون تحضرون بها  مأدبة العشاء
هو حر يزيد عليها و يشتري دار,هو حر يزيد على ما عنده و يشتري سكنا
احنا بنستنى,نحن ننتظر
هذا بالنسبة للأرض و عندهم مزرعة كبيرة كتير,هذا بالنسبة للأرض، و عندهم مزرعة كبيرة جدا
هذا بالنسبة للأرض و عندهم مزرعة كبيرة كتير,ظهر أنه معهم أحد
طلع معهم واحد منهم,لا أعرف إن كان جدهم متزوجا في عنابة
ما بعرف إذا كان سيدهم متجوز في عنابة,إسأليهم،  من الممكن أن يكونوا هم
إسأليهم ممكن انه يكونوا هما,يذهب إلى البلدية، فيقولون له من هذا
يروح على البلدية فيقولوا له مين هذا,يذهب إلى البلدية، فيقولون له من هذا
عشان يوزعوا الميراث,لكي يوزعوا الميراث
امتى,متى؟
في قسنطينة وإلا عنابة,في قسنطينة أم عنابة؟
ما بعرف,لا أعرف
ما بعرف,بطاقتها غير فعالة
بطاقتها مش فعالة,غدا ستذهب لتعيد تفعيلها
بكرة حتروح لتعيد تفعيلها,كي تأتوا عندما أتصل بكم
عشان تيجوا لما أتصل فيكم,إثنا عشرة دقيقة
إطنعشر دقيقة,إثنا عشرة دقيقة
حتخلص عن قريب,سننتهي قريبا
لقيت مرت جمال هناك,وجدت زوجة جمال هناك
العجوز و الشيخ لحالهم,العجوز و الشيخ لوحدهم
طلعت مع امها,خرجت مع أمها
طلعت مع امها,سيلتقون
حيتلاقوا,لا أعرف ماذا ذهبت تشتري مع أمها
ما بعرف ايش راحت تشتري مع امها,يعود عند أمه
يرجع عند امه,ألاقيك هنا
ألاقيك هان,ألاقيك هنا
قالتله لا أنا راجعة عالدار,قالت له لا أنا عائدة إلى المنزل
انت بتعرف وإلا لأ,هل تعمل أم لا؟
أنا رايحة عشان أخذلها شهادة مرضية,أنا ذاهب لأحصل لها على شهادة مرضية
لساتها بتدرس,لازالت تدرس
لساتها بتدرس,لم تنجح في جميع المقاييس لازال لديها بعضهم
ما نجحتش في كل المقاييس لسه عندها بعضهم,ذهبت عند نصيرة
رحت عند نصيرة,إنها تسلم عليك
هي بتسلم عليك,تقول لك هل أضيقها لك قليلا
بتقولك أضيقلك اياها شوي,تقول لك هل أضيقها لك قليلا
قديش بكره هذا الحكي,كم أكره هذا الكلام
هيها بتشتي هلقيت,إنها تمطر الآن
مش موجود,لا يوجد
زي ما بدك,كما تشائين
زي ما بدك,إذا شئت تعالي و أذهب معك نحضر جدتي
إذا بدك تعالي و أروح معك نجيب ستي,المشكل،  أين أخي؟ ليس هنا
المشكلة وين أخوي مش هان,لا عليك
ولا يهمك,هم ذهبوا إلى المقبرة في اليوم الثاني
هما راحوا على المقبرة في اليوم الثاني,هم ذهبوا إلى المقبرة في اليوم الثاني
في أمان الله,في أمان الله
أنا اللي تعبانة مش هو,أنا المتعبة لا هو
إذا إتصلي بستي عندها تليفونها,إذا إتصلي بجدتي هاتفها  عندها
ما أعطيناهاش مصاري,لم نعطها المال
ما أعطيناهاش مصاري,إتصلي بها و اتصلي بأخي
إتصلي فيها و اتصلي بأخوي,هات الهاتف النقال
هات الجوال,أحضر جدتي
جيب ستي,في الهاتف النقال الخاص بي
في الجوال تبعي,في الهاتف النقال الخاص بي
الصيدلية مفتوحة,الصيدلية مفتوحة
شوفت عيط كتير وايش ممكن يسوي البني ادم,أرأيت بكى بشدة و ما عسى أن يفعل الإنسان
أجت أخته و بعديها أخوه,جاءت أخته و بعد ذلك أخوه
و أجى شوي من الجيران,و جاء القليل من الجيران
و أجى شوي من الجيران,وجدتهم يغسلونها
لقيتهم يغسلوها,دفنوها مع صلاة المغرب
دفنوها مع صلاة المغرب,عندما ذهبنا وجدنا أخواتها يغسلنها
لما رحنا لقينا خواتها يغسلوها,يكفي
بيكفي,يكفي
صار لحماك زي حماي في الأيام الأخيرة توقف عن الأكل,حدث لحماك مثل ما حدث لحماي،  في الأيام الأخيرة توقف عن الأكل
إذا كان حيشفى الله يشفيه,شفاه الله إن كان في عمره بقية
وقفت الأقراص هي اللي وجعتني,أوقفت الأقراص،  هي التي آلمتني
هداك اللي قلتلك انك تقريلي نشرته تبع التوتر,ذلك   الخاص بالتوتر، الذي طلبت منك أن تقرئي لي نشرته
هداك اللي قلتلك انك تقريلي نشرته تبع التوتر,لم أشرب هناك
ما شربتش هناك,و حتى عندما جئت ،لم أشرب
و حتى لما أجيت فما شربتش,وجدت سارة أنها تسبب الإسهال
لقت سارة انها بتعمل إسهال,قلت سأعود
قلت حأرجع,قلت سأعود
دار عمي كانو هان طلعوا هلقيت بس,عائلة  عمي كانت هنا،  خرجوا الآن فقط
سأل عنك الخير,سألت  عنك العافية
في أمان الله,في أمان الله
بطاقتك بطلت فعالة,بطاقتك لم تعد فعالة
بطاقتك بطلت فعالة,مادامت جديدة فيجب أن تفعليها
مادامت جديدة فلازم انك تفعليها,أحضري شهادة إعادة تسجيل
جيبي شهادة إعادة تسجيل,أخذتها من هناك
أخذتها من هناك,ذاهبة لأستحم
رايحة أتحمم,ذاهبة لأستحم
راسي,رأسي
شربتها,شربتها
لوجع راسي,لأوجاع رأسي
حأتصل فيها بعدين,سأتصل بها فيما بعد
حأتصل فيها بعدين,إنتظري أنا ذاهبة لأغسل أواني الحليب
إستني أنا رايحة لأغسل مواعين الحليب,دعيني ، إذهبي و اكتبي قليلا
سيبيني روحي و اكتبي شوي,سأتوضأ لم أصل العصر
حأتوضأ ما صليت العصر,و أنت سجلت نفسك؟
و انت سجلت حالك,و أنت سجلت نفسك؟
احكيلي عن الكباش,حدثني عن الكباش
مجنونة أنا أحكي لحالي,مجنونة أنا، أتكلم وحدي
ايش عملت,ماذا فعلت؟
ما بدوش انه يكلمني عن الزريبة,لا يريد أن يكلمني عن الزريبة
ما بدوش انه يكلمني عن الزريبة,أخذ صديق أخي مالي
أخذ صاحب أخوي مصاريا,أخذ مالي، لا نستطيع أن نعمل
أخذ مصاريا ما بنقدر نشتغل,من؟
مين,سأنشأ مشروعا آخر
حأعمل مشروع تاني,سأنشأ مشروعا آخر
اللي بنروح و نشتري من عنده الكباش,الذي نذهب و نشتري من عنده الكباش
هداك السوق,ذلك السوق
بيأكلوا الشعير,يأكلون الشعير
قديش كبش بتشتروا,كم من كبش تشترون؟
قديش كبش بتشتروا,الكثير
كنير,عشرة قليل
عشرة قليل,سأشتري عشرين
حأشتري عشرين,سأحضر حارسا و أبني له بيتا
حأجيب حارس و أبنيله دار,سأحضر حارسا و أبني له بيتا
سجلتلك عشان أقولك لما تكبر شوف هذا صوتك لما كنت صغير,سجلتك كي أقول لك عندما تكبر هذا صوتك عندما كنت صغيرا
أعطيك تسمع صوتك,أعطيك تسمع صوتك؟
لما يجي حأقوله انه راح,لما يأتي سأقول له أنه ذهب
حيعيط وائل,سيبكي وائل
حيعيط وائل,سأضعهم في الصالون أو في الشرفة
حأحطهم في الصالون أو في البلكونة,أترك هذا سيبرحك ضربا
سيبك من هذا حيضربك لما تقول بس,جميل جدا
حلو كتير,أين يسكن أبوك؟
وين ساكن أبوك,أين يسكن أبوك؟
في فرنسا,في فرنسا
و امتى بتروحوا لفرنسا,و متى تذهبون إلى فرنسا؟
المرة الجاية,المرة القادمة
رقصت كتير في العرس,رقصت كثيرا في العرس؟
رقصت كتير في العرس,بقيت مع الهادي في الخارج
ضليت مع الهادي برا,يحسب النادل أخ مريم
بيحسب أخو مريم الجرسون,أحضر لنا الخبز
جيبلنا الخبز,تشاجر معه
تخانق معه,تشاجر معه
شوفت العروس,رأيت العروس
لما لبست العروس حزامها رقصت معها,عندما ألبست العروس حزامها رقصت معها
طلعت وضليت برا,خرجت و بقيت خارجا
مع أبوي و سفيان,مع أبي و سفيان
مع أبوي و سفيان,رآك الهادي؟
شافك الهادي,لم يكن هناك، كان يتمرن
ما كانش هناك يتمرن,تكلمي في الهاتف
تكلمي في الجوال,هل ضغطت؟
انت ضغطت,هل ضغطت؟
تكلمي على التليفون,تكلمي على الهاتف
قلتلك لازم أصلح التليفون,قلت لك يجب أن أصلح الهاتف
امبارح أجت الفاتورة قيمتها خمسة و ثلاثين ألفا قيمة الإشتراك بس,البارحة جاءت الفاتورة قيمتها خمسة و ثلاثون ألفا، قيمة الإشتراك فحسب
لازم إنا نصلحه,يجب أن نصلحه
لازم إنا نصلحه,و قلت لشيماء أن تصلح هاتفهم أيضا
و قلت لشيماء انها تصلح تليفونهم كمان,حتى نتمكن من الكلام
عشان نقدر نحكي,نصلحهم ، أحسن من الهاتف النقال أحيانا تكون هناك وحدات و أحيانا لا
لما نصلحهم هذا أحسن من الجوال مرات بيكون في رصيد و مرات لا,لكني لا أفهم كيف أننا نسكن هنا و نقدم الشكاوي هناك
بس أنا مش فاهم كيف إنا ساكنين هان و بنقدم الشكاوي هناك,لكني لا أفهم كيف أننا نسكن هنا و نقدم الشكاوي هناك
زمان لما كان كل اشي عادي كنا نخلص التليفون و الانترنت في بوزراد,قديما ، عندما كان كل شيء عاديا كنا نسدد فاتورة الهاتف و الانترنات في بوزراد
زيي أنا ساكن في المدينة و أخلص كل اشي في مركز السردوك,مثلي أنا اسكن في المدينة و أخلص كل شيء في مركز السردوك
و لما صارلي مشكلة التليفون قالولي روحي على مركز بريد كوش,و لما وقع لي مشكل الهاتف قالوا لي إذهبي إلى مركز بريد كوش
اتفقنا,و هو كذلك إذا
اتفقنا,إحتمال أن آتي عندك باكرا غدا،  مادمنا ندرس على الثانية عشرة و النصف
إحتمال اني آجي عندك بدري بكرة مادامنا بندرس على الإطنعش و نص,أمر عليهم أدفع الفاتورة و بعد ذلك آتي عندك و نذهب إلى الجامعة
أمر عليهم أخلص بعد هيك آجي عندك و نروح عالجامعة,عندما كنت أنا و أخوتي في تابعية الوالد
لما كنت أنا و أخوتي في تابعية الوالد,و هذه الراحة النفسية جعلتني مبدعا فيها
و هذه الراحة النفسية خلتني مبدع فيها,و هذه الراحة النفسية جعلتني مبدعا فيها
الفكرة ان نحط الاواعي الطويل في طراف الحبل والقصيرة في الوسط,أما الحكمة فتكمن في وضع الملابس الطويلة في طرفي الحبل و الملابس القصيرة تكون في الوسط
ما شاء الله علي,ما شاء الله علي
بيكون الحبل مربوط من جهة و التانية في ايدي,حيث يكون الحبل مربوطا من جهة و الأخرى في يدي
و يجي أخوي أو أختي للنط على هذا الحبل,و يأتي أخي أو أختي للنط على هذا الحبل
و يجي أخوي أو أختي للنط على هذا الحبل,و أحيانا أخرى أستخدمه للسيطرة على أخي الأصغر الذي يستغل خفته و صغر حجمه و مراوغته السريعة و ينسى أن هناك شركا مربوطا في السطح اسمه الحبل
و مرات تانية أستخدمه للسيطرة على أخوي الأصغر اللي يستغل خفته و صغر حجمه و مراوغته السريعة و بنسى أن في على للسطح حبل مبربوط,و أخي الأصغر عليه مشتريات المنزل من البقالة و مشاوير أخرى مثل رح و تعال
و أخوي الصغير عليه شرية غراض البيت من الدكان و مشاوير تانية زي روح و تعال,و كل يوم له طعم و لون و رائحة
و كل يوم إله طعم و لون و ريحة,كل شيء في حياتنا حتى لو كان متواضعا جدا كنا نستمتع به كثيرا و يبهرنا
